ID,英文名稱,中文名稱,圖片,中國大陸譯名,更新日期
1218771,ellipse,橢圓,,椭圆,2012-11-26
1218772,empty set,空集,,空集,2012-11-26
1218773,equation                  ,方程[式],,方程,2012-11-26
1218774,equation of a sphere   ,球面方程式　,,球面方程,2012-11-26
1218775,equation of line ,直線方程式,,直线方程,2012-11-26
1218776,equator                   ,赤道　,,赤道,2012-11-26
1218777,equilateral hyperbola,等軸雙曲線,,等轴双曲线,2012-11-26
1218778,Equilateral triangle,等邊三角形；正三角形,,等边三角形,2012-11-26
1218779,Euclid(約330-275B.C),歐幾里得,,欧几里德（约330 - 275B.C）,2012-11-26
1218780,Euclidean algorithm,輾轉相除法；歐幾里得算法；歐氏算法,,欧几里德算法,2012-11-26
1218781,Euclidean geometry  ,歐氏幾何[學],,欧几里得几何[学],2012-11-26
1218782,even function,偶函數,,偶函数,2012-11-26
1218783,even number,偶數,,偶数,2012-11-26
1218784,event,事件,,事件,2012-11-26
1218785,exclusive,互斥[的],,相斥,2012-11-26
1218786,expectation,期望[值],,期望,2012-11-26
1218787,expected value,期望值,,期望值,2012-11-26
1218788,experiment,試驗；實驗,,实验,2012-11-26
1218789,exponent　　　　　　　　　　　　 ,指數；指標,,指数,2012-11-26
1218790,exponential function　　　　　,指數函數,,指数函数,2012-11-26
1218791,exponential law,指數律,,指数律,2012-11-26
1218792,exterior,外部；外部的,,外部,2012-11-26
1218793,extreme value,極值,,极值,2012-11-26
1218794,factor,因數；因式；因子；因素；商,,因子,2012-11-26
1218795,factor theorem,因式定理,,因子定理,2012-11-26
1218796,factorial,階乘；析因,,阶乘,2012-11-26
1218797,factorization,因子分解；因式分解,,因子分解,2012-11-26
1218798,feasible region　,可行解區域,,可行域,2012-11-26
1218799,feasible solution,可行解；容許解,,可行解,2012-11-26
1218800,Fermat theorem　,費馬定理　,,费马大定理,2012-11-26
1218801,Fermat's theorem　,費馬定理　,,费马大定理,2012-11-26
1218802,finishing point,終點,,终点,2012-11-26
1218803,finite decimal,有限小數,,有限小数,2012-11-26
1218804,finite sequence,有限序列,,有限序列,2012-11-26
1218805,finite series,有限級數,,有限级数,2012-11-26
1218806,finite set,有限集,,有限集,2012-11-26
1218807,first octant,第一卦限,,第一卦限,2012-11-26
1218808,first quartile,第一四分位數,,第一四分位数,2012-11-26
1218809,first term,首項,,首项,2012-11-26
1218810,focal chord,焦弦,,焦弦,2012-11-26
1218811,focal length,焦距,,焦距,2012-11-26
1218812,focal radius,焦半徑,,焦半径,2012-11-26
1218813,focus,焦點,,焦点,2012-11-26
1218814,formula of change of base,換底公式　,,换底公式,2012-11-26
1218815,formula of inner division point,內分點公式,,内分点公式,2012-11-26
1218816,formula of outer division point,外分點公式,,外分点公式,2012-11-26
1218817,four fundamental operations of arithmetic,算術四則運算,,四则运算法则,2012-11-26
1218818,fraction,分數；分式,,分数,2012-11-26
1218819,fraction in lowest term,最簡分數,,最简分数,2012-11-26
1218820,frequency distribution,頻率分布；頻率分配,,频率分布,2012-11-26
1218821,function ,函數；操作,,函数,2012-11-26
1218822,functional value,函數值,,函数值,2012-11-26
1218823,fundamental theorem of algebra,代數基本定理,,代数基本定理,2012-11-26
1218824,fundamental theorem of the calculus,微積分基本定理　,,微积分基本定理,2012-11-26
1218825,Gaussian elimination   ,高斯消去法,,高斯消去法,2012-11-26
1218826,Gaussian function,高斯函數,,高斯函数,2012-11-26
1218827,Gaussian plane,高斯平面,,高斯平面,2012-11-26
1218828,general term,通項；一般項,,通项,2012-11-26
1218829,generalized angle　　　　　　　,廣義角　,,广义角,2012-11-26
1218830,generating line,生成線；母線,,母线,2012-11-26
1218831,geometric mean,幾何平均數；幾何平均值；等比中項,,几何平均,2012-11-26
1218832,geometric progression,等比數列,,等比数列,2012-11-26
1218833,geometric sequence,等比數列,,等比数列,2012-11-26
1218834,geometric series,幾何級數；等比級數,,等比级数,2012-11-26
1218835,gram,公克,,克,2012-11-26
1218836,graph of function,函數圖形,,函数的图象,2012-11-26
1218837,great circle of sphere,球的大圓,,球的大圆,2012-11-26
1218838,greater than,大於,,大于,2012-11-26
1218839,greatest common divisor,最大公因子；最大公因數,,最大公因数,2012-11-26
1218840,greatest common factor,最大公因子；最大公因數,,最大公因数,2012-11-26
1218841,guadrant angle,象限角,,象限角,2012-11-26
1218842,half angle formula,半角公式,,半角公式,2012-11-26
1218843,half line,半[直]線；射線,,射线,2012-11-26
1218844,Heron formula,海龍公式,,赫伦公式,2012-11-26
1218845,highest common factor,最高公因式,,最大公约数,2012-11-26
1218846,histogram,直方圖,,直方图,2012-11-26
1218847,horizontal asymptote　,水平漸近線,,水平渐近线,2012-11-26
1218848,horizontal line ,水平線,,水平线,2012-11-26
1218849,hyperbola,雙曲線,,双曲线,2012-11-26
1218850,hypotenuse　　　　　　　　　　　,斜邊,,斜边,2012-11-26
1218851,identity matrix,單位方陣；單位矩陣,,单位矩阵,2012-11-26
1218852,image,像點；像；鏡像,,像,2012-11-26
1218853,imaginary circle             ,虛圓,,虚圆,2012-11-26
1218854,imaginary number,虛數,,虚数,2012-11-26
1218855,imaginary part,虛部,,虚部,2012-11-26
1218856,imaginary root,虛根,,虚根,2012-11-26
1218857,imaginary unit,虛數單位,,虚数单位,2012-11-26
1218858,impossible event,不可能事件,,不可能事件,2012-11-26
1218859,incenter　　　　　　　　　　　  ,內心,,内心,2012-11-26
1218860,inclination,傾角；斜角,,倾角,2012-11-26
1218861,inclusion-exclusion principle,取捨原理；排容原理,,容斥原理,2012-11-26
1218862,inconsistent system of equations,矛盾方程組,,矛盾方程组,2012-11-26
1218863,increasing,遞增,,递增,2012-11-26
1218864,increasing function,遞增函數,,增函数,2012-11-26
1218865,independent　,獨立,,独立[的],2012-11-26
1218866,independent event,獨立事件,,独立事件,2012-11-26
1218867,independent variable,自變量；自變數,,自变量,2012-11-26
1218868,indeterminate,不確定；未定元,,未定元,2012-11-26
1218869,indirect proof,間接證明,,间接证明,2012-11-26
1218870,inequality　,不等式,,不等式,2012-11-26
1218871,inferential statistics,推論統計　,,推论统计,2012-11-26
1218872,infinite sequence,無窮序列,,无穷序列,2012-11-26
1218873,infinite series,無窮級數,,无穷级数,2012-11-26
1218874,infinite set,無限集,,无限集,2012-11-26
1218875,infinity,無窮,,无穷,2012-11-26
1218876,inflection point　,反曲點；拐點,,拐点,2012-11-26
1218877,initial point                  ,起始點,,初始点,2012-11-26
1218878,initial side of an angle ,角的始邊,,角的始边,2012-11-26
1218879,inner division point,內分點,,内分点,2012-11-26
1218880,inner product               ,內積,,内积,2012-11-26
1218881,inner product formula,內積公式,,内积公式,2012-11-26
1218882,inradius,內切圓半徑,,内径,2012-11-26
1218883,instantaneous rate of change　,瞬時變化率　,,瞬时变化率,2012-11-26
1218884,instantaneous velocity,瞬時速度,,瞬时速度,2012-11-26
1218885,integer,整數　,,整数,2012-11-26
1218886,integral sign　,積分符號　,,积分符号,2012-11-26
1218887,integrand　,被積分函數；被積分式,,被积函数,2012-11-26
1218888,intercept ,截距,,截距,2012-11-26
1218889,intercept form          ,截距式,,截距式,2012-11-26
1218890,interest rate　　　　　　　　　　　,利率　,,利率,2012-11-26
1218891,interior,內部,,内部 ,2012-11-26
1218892,intermediate value theorem　,中間值定理,,中值定理,2012-11-26
1218893,internal point of division,內分點,,内分点,2012-11-26
1218894,interpolation,插值[法]；內插[法],,插值,2012-11-26
1218895,interpolation polynomial,插值多項式　,,插值多项式,2012-11-26
1218896,interquartile range,四分位[數間]距,,四分位距,2012-11-26
1218897,intersection ,相交；交集,,交,2012-11-26
1218898,interval,區間,,区间,2012-11-26
1218899,inverse function,反函數,,反函数,2012-11-26
1218900,inverse matrix　,逆方陣；反矩陣,,逆矩阵,2012-11-26
1218901,inverse vector,反向量；逆向量,,逆向量,2012-11-26
1218902,irrational number,無理數,,无理数,2012-11-26
1218903,irreducible fraction,最簡分數,,不可约分数,2012-11-26
1218904,Isaac Newton(1643-1727),牛頓,,牛顿（1643-1727）,2012-11-26
1218905,kilogram,公斤,,千克,2012-11-26
1218906,Lagrange interpolating polynomial ,Lagrange 插值多項式,,拉格朗日插值多项式,2012-11-26
1218907,Lagrange interpolation formula,Lagrange插值公式,,拉格朗日插值公 式,2012-11-26
1218908,Laplace classical probability,Laplace古典機率,,拉普拉斯古典概率,2012-11-26
1218909,Laplace probability,Laplace機率,,拉普拉斯概率,2012-11-26
1218910,last term,末項,,末项,2012-11-26
1218911,latitude                   ,緯度,,纬度,2012-11-26
1218912,latus rectum,正焦弦,,通径,2012-11-26
1218913,law of cosines,餘弦定律　,,余弦定律,2012-11-26
1218914,law of exponent　　　　　　   ,指數律,,指数法则,2012-11-26
1218915,law of logarithm　　　　　　　　,對數律,,对数法则,2012-11-26
