ID,英文名稱,中文名稱,圖片,領域,祖籍,更新日期
3606932,"Stolz, Teresa",許透慈，德雷莎,,音樂,,2018-11-20
3606933,"Stolze, Gerhard",許透策,,音樂,,2018-11-20
3606934,"Stölzel, Gottfried Heinrich",許特策爾,,音樂,,2018-11-20
3606935,"Störmer, Horst Ludwig",許特默,,物理,,2018-11-20
3606936,"Straube, Karl",許特勞伯,,音樂,,2018-11-20
3606937,"Straus, Oscar",許特勞斯,,音樂,,2018-11-20
3606938,"Strauss Jr., Johann Baptist",小約翰，史特勞斯,,音樂,,2018-11-20
3606939,"Strauss Sr., Johann Baptist",老約翰，史特勞斯,,音樂,,2018-11-20
3606940,"Strauss, Eduard",許特勞斯，艾德華,,音樂,,2018-11-20
3606941,"Strauss, Franz",許特勞斯，法蘭茲,,音樂,,2018-11-20
3606942,"Strauss, Josef",許特勞斯，約瑟夫,,音樂,,2018-11-20
3606943,"Strauss, Richard",理查，史特勞斯,,音樂,,2018-11-20
3606944,"Strehl, Karl Wilhelm Andreas",許特瑞爾,,物理,,2018-11-20
3606945,"Streich, Rita",許特萊希,,音樂,,2018-11-20
3606946,"Strungk, Nicolaus Adam",許特倫柯,,音樂,,2018-11-20
3606947,"Stuckenschmidt, Hans Heine",許徒肯許米特,,音樂,,2018-11-20
3606948,"Sturm, Jacques Charles François",許徒姆,,物理,,2018-11-20
3606949,"Sucher, Josef",入何爾，約瑟夫,,音樂,,2018-11-20
3606950,"Sucher, Rosa",入何爾，羅莎,,音樂,,2018-11-20
3606951,"Süssmayr, Franz Xaver",緒斯麥爾,,音樂,,2018-11-20
3606952,"Sutermeister, Heinrich",入特麥斯特,,音樂,,2018-11-20
3606953,"Suthaus, Ludwig",入特郝斯,,音樂,,2018-11-20
3606954,"Swarowsky, Hans",斯瓦洛夫斯奇,,音樂,,2018-11-20
3606955,"Symanzik, Kurt",徐曼齊柯,,物理,,2018-11-20
3606956,"Tabachnik, Michel",塔巴何尼柯,,音樂,,2018-11-20
3606957,"Taubert, Karl Gottfried Wilhelm",陶伯特,,音樂,,2018-11-20
3606958,"Tausch, Franz",陶許,,音樂,,2018-11-20
3606959,"Teichmüller, Robert",泰希繆勒,,音樂,,2018-11-20
3606960,"Telemann, Georg Philipp",貼勒曼,,音樂,,2018-11-20
3606961,"Teller, Edward",貼勒,,物理,,2018-11-20
3606962,"Tennstedt, Klaus",騰許貼特,,音樂,,2018-11-20
3606963,"Teschemacher, Margarete",貼薛馬何,,音樂,,2018-11-20
3606964,"Tesla, Nikola",貼斯拉,,物理,,2018-11-20
3606965,"Thalberg, Sigismond",塔爾貝爾柯,,音樂,,2018-11-20
3606966,"Thuille, Ludwig Wilhelm Andreas Maria",徒伊勒,,音樂,,2018-11-20
3606967,"Tietjen, Heinz",悌恬,,音樂,,2018-11-20
3606968,"Tietjens, Therese Catherine Johanna",悌恬斯,,音樂,,2018-11-20
3606969,"Toch, Ernst",透何,,音樂,,2018-11-20
3606970,"Toeschi, Carl Joseph",投葉斯齊,,音樂,,2018-11-20
3606971,"Tomaschek, Rudolf Karl Anton",透馬薛柯,,物理,,2018-11-20
3606972,"Töpler, Maximilien August",特普勒,,物理,,2018-11-20
3606973,"Tromlitz, Johann George",特隆姆里慈,,音樂,,2018-11-20
3606974,"Trümpy, Balz",特呂姆皮,,音樂,,2018-11-20
3606975,"Tunder, Franz",屯德,,音樂,,2018-11-20
3606976,"Türk, Daniel Gottlob",替爾柯,,音樂,,2018-11-20
3606977,"Uhde, Hermann",烏德,,音樂,,2018-11-20
3606978,"Uhl, Alfred",烏爾，阿爾弗列特,,音樂,,2018-11-20
3606979,"Uhl, Fritz",烏爾，弗里茲,,音樂,,2018-11-20
3606980,"Ulam, Stanisław Marcin",烏拉姆,,物理,,2018-11-20
3606981,"Ullmann, Viktor",烏爾曼,,音樂,,2018-11-20
3606982,"Unger, Franz Joseph Andreas Nicolaus",溫額,,生命科學,,2018-11-20
3606983,"Unger, Georg",溫額，葛歐克,,音樂,,2018-11-20
3606984,"Unger, Hermann",溫額，赫爾曼,,音樂,,2018-11-20
3606985,"van Beethoven, Ludwig",范‧貝多芬,,音樂,,2018-11-20
3606986,"van Beinum, Eduard",范‧拜奴姆,,音樂,,2018-11-20
3606987,"van Biene, Auguste",范‧畢內,,音樂,,2018-11-20
3606988,"van den Borren, Charles",范‧登‧博倫,,音樂,,2018-11-20
3606989,"van den Gheyn, Matthias",范‧登‧蓋恩,,音樂,,2018-11-20
3606990,"van Dieren, Bernard Hélène Joseph",范‧第倫,,音樂,,2018-11-20
3606991,"Virchow, Rudolf",魏爾修,,生命科學,,2018-11-20
3606992,"Vogl, Heinrich",佛格，海因利希,,音樂,,2018-11-20
3606993,"Vogl, Johann Michael",佛格，約翰,,音樂,,2018-11-20
3606994,"Vogler, Georg Joseph",佛葛勒,,音樂,,2018-11-20
3606995,"Vogrich, Max",佛柯呂希,,音樂,,2018-11-20
3606996,"Vogt, Hans",佛柯特,,音樂,,2018-11-20
3606997,"Voigt, Woldemar",佛柯特,,物理,,2018-11-20
3606998,"Volbach, Fritz",佛爾巴何,,音樂,,2018-11-20
3606999,"Volkmann, Friedrich Robert",佛爾柯曼,,音樂,,2018-11-20
3607000,"von Asow, Erich Müller",封‧阿柔夫,,音樂,,2018-11-20
3607001,"von Beecke, Franz Ignaz",封‧貝可,,音樂,,2018-11-20
3607002,"von Bibern, Heinrich Ignaz Franz Biber",封‧畢本,,音樂,,2018-11-20
3607003,"von Bingen, Hildegard",封‧賓恩,,音樂,,2018-11-20
3607004,"von Bingen, Hildegard",封‧賓格恩,,音樂,,2018-11-20
3607005,"von Bose, Hans-Jürgen",封‧博熱,,音樂,,2018-11-20
3607006,"von Braun, Wernher",封‧布勞恩,,物理,,2018-11-20
3607007,"von Bronsart, Hans",封‧布隆沙特,,音樂,,2018-11-20
3607008,"von Bülow, Hans Guido Freiherr",封‧畢樓,,音樂,,2018-11-20
3607009,"von der Osten, Eva Helga Bertha",封‧德‧奧斯騰,,音樂,,2018-11-20
3607010,"von Dittersdorf, August Carl Ditters",封‧第特斯朵夫,,音樂,,2018-11-20
3607011,"von Dohnányi, Ernst",封‧多納尼,,音樂,,2018-11-20
3607012,"von Einem, Gottfried",封‧艾能,,音樂,,2018-11-20
3607013,"von Ettingshausen, Albert",封‧艾廷斯郝仁，阿爾伯特,,物理,,2018-11-20
3607014,"von Ettingshausen, Andreas Freiherr",封‧艾廷斯郝仁，安德瑞阿斯,,物理,,2018-11-20
3607015,"von Eybler, Joseph Leopold Edler",封‧艾布勒,,音樂,,2018-11-20
3607016,"von Ficker, Rudolf",封‧費可爾,,音樂,,2018-11-20
3607017,"von Flotow, Friedrich",封‧弗鏤投,,音樂,,2018-11-20
3607018,"von Fraunhofer, Joseph",封‧弗勞恩侯佛,,物理,,2018-11-20
3607019,"von Gluck, Christoph Willibald Ritter",封‧葛路柯,,音樂,,2018-11-20
3607020,"von Gudden, Johann Bernhard Aloys",封‧顧登,,物理,,2018-11-20
3607021,"von Hausegger, Siegmund",封‧浩熱格,,音樂,,2018-11-20
3607022,"von Hefner-Alteneck, Friedrich Heinrich Philipp Franz",封‧黑夫納-阿爾騰埃柯,,物理,,2018-11-20
3607023,"von Helmholtz, Hermann Ludwig Ferdinand",封‧黑姆侯爾慈,,物理,,2018-11-20
3607024,"von Henselt, Adolf",封‧亨熱爾特,,音樂,,2018-11-20
3607025,"von Herzogenberg, Heinrich",封‧黑爾綢根貝爾柯,,音樂,,2018-11-20
3607026,"von Karajan, Herbert",封‧卡拉揚,,音樂,,2018-11-20
3607027,"von Kármán, Theodore",封‧卡爾曼,,物理,,2018-11-20
3607028,"von Keussler, Gerhard",封‧寇宇斯勒,,音樂,,2018-11-20
3607029,"von Klenau, Paul August",封‧柯列瑙,,音樂,,2018-11-20
3607030,"von Klitzing, Klaus",封‧柯利秦,,物理,,2018-11-20
3607031,"von Köchel, Ludwig",封‧克歇爾,,音樂,,2018-11-20
3607032,"von Lamont, Johann",封‧拉蒙特,,物理,,2018-11-20
3607033,"von Laue, Max Theodor Felix",封‧勞爾,,物理,,2018-11-20
3607034,"von Lenz, Wilhelm",封‧連慈,,音樂,,2018-11-20
3607035,"von Lindpaintner, Peter Joseph",封‧林特派因特納,,音樂,,2018-11-20
3607036,"von Manowarda, Josef",封‧馬諾瓦爾達,,音樂,,2018-11-20
3607037,"von Mayer, Julius Robert",封‧麥爾,,物理,,2018-11-20
3607038,"von Neukomm, Sigismund Ritter",封‧諾宇孔姆,,音樂,,2018-11-20
3607039,"von Neumann, John",封‧諾宇曼,,物理,,2018-11-20
3607040,"von Paradis, Maria Theresia",封‧帕拉第斯,,音樂,,2018-11-20
3607041,"von Perfall, Karl August Franz Sales Freiherr",封‧佩法爾,,音樂,,2018-11-20
3607042,"von Preußen, Anna Amalia",封‧普洛宇森，安娜,,音樂,,2018-11-20
3607043,"von Preußen, Louis Ferdinand Prince",封‧普洛宇森，路易斯,,音樂,,2018-11-20
3607044,"von Reuter, Florizel",封‧洛宇特,,音樂,,2018-11-20
3607045,"von Reznicek, Emil Nikolaus Joseph Freiherr",封‧瑞斯尼闕柯,,音樂,,2018-11-20
3607046,"von Sauer, Emil Georg Conrad",封‧饒爾,,音樂,,2018-11-20
3607047,"von Schillings, Max",封‧徐陵斯,,音樂,,2018-11-20
3607048,"von Schillings, Max",封‧徐陵斯,,音樂,,2018-11-20
3607049,"von Schuch, Ernst",封‧舒何,,音樂,,2018-11-20
3607050,"von Seyfried, Ignaz",封‧賽弗呂特,,音樂,,2018-11-20
3607051,"von Suppé, Franz",封‧如佩,,音樂,,2018-11-20
3607052,"von Suppé, Franz",封‧如佩,,音樂,,2018-11-20
3607053,"von Tschermak-Seysenegg, Erich",封‧闕爾馬柯,,生命科學,,2018-11-20
