ID,英文名稱,中文名稱,圖片,中國大陸譯名,更新日期
3542885,callable bond,可贖回債券,,可赎回债券,2018-06-26
3542886,cap,上限,,,2018-06-26
3542887,capability,適任能力,,,2018-06-26
3542888,capital,資本,,,2018-06-26
3542889,capital acquisition and repayment cycle,融資循環,,,2018-06-26
3542890,capital appreciation,資本增值,,,2018-06-26
3542891,capital approach,資本法,,,2018-06-26
3542892,capital asset pricing model {=CAPM},資本資產訂價模型,,资本资产定价模型,2018-06-26
3542893,capital budgeting,資本預算,,资本预算,2018-06-26
3542894,capital contribution,資本投入,,,2018-06-26
3542895,capital expenditure,資本支出,,资本性支出,2018-06-26
3542896,capital gain,資本利益,,,2018-06-26
3542897,capital maintenance,資本維持,,,2018-06-26
3542898,capital maintenance adjustment,資本維持調整,,,2018-06-26
3542899,capital reserves,資本公積,,资本公积,2018-06-26
3542900,capital stock,股本,,,2018-06-26
3542901,capital structure,資本結構,,资本结构,2018-06-26
3542902,capital verification,驗資,,验资,2018-06-26
3542903,capitalisation,資本化,,,2018-06-26
3542904,capitalisation of interest,利息資本化,,,2018-06-26
3542905,capitalization,資本化,,资本化,2018-06-26
3542906,capped interest rate,具上限之利率,,,2018-06-26
3542907,capping mechanism,上限機制,,,2018-06-26
3542908,carried at cost,按成本列帳,,,2018-06-26
3542909,carry forward,遞轉下期,,,2018-06-26
3542910,carrying amount,帳面金額；帳面價值,,,2018-06-26
3542911,"carrying amount of book value of property, plant and equipment {=PPE}",不動產、廠房及設備帳面價值；不動產、廠房及設備帳面金額,,,2018-06-26
3542912,carrying amount of fixed assets,固定資產帳面價值；固定資產帳面金額,,,2018-06-26
3542913,carrying costs,持有成本,,,2018-06-26
3542914,cash,現金,,,2018-06-26
3542915,cash accounts,現金帳戶,,,2018-06-26
3542916,cash basis,現金基礎,,,2018-06-26
3542917,cash basis of accounting,現金基礎,,收付实现制,2018-06-26
3542918,cash budget,現金預算,,,2018-06-26
3542919,cash discount,現金折扣,,现金折扣,2018-06-26
3542920,cash dividend,現金股利,,现金股利,2018-06-26
3542921,cash equivalents,約當現金,,现金等价物,2018-06-26
3542922,cash flow,現金流量,,现金流量,2018-06-26
3542923,cash flow hedge,現金流量避險,,,2018-06-26
3542924,cash flow risk,現金流量風險,,,2018-06-26
3542925,cash flow statement[s],現金流量表,,,2018-06-26
3542926,cash generating unit,現金產生單位,,,2018-06-26
3542927,cash inflow,現金流入,,,2018-06-26
3542928,cash instrument hedging,現金工具避險,,,2018-06-26
3542929,cash on hand,庫存現金,,,2018-06-26
3542930,cash outflow,現金流出,,,2018-06-26
3542931,cash payments,現金支付,,,2018-06-26
3542932,cash price equivalent,約當現銷價格,,,2018-06-26
3542933,cash proceeds,現金價款,,,2018-06-26
3542934,cash ratio,現金比率,,现金比率,2018-06-26
3542935,cash surrender value,現金解約價值,,,2018-06-26
3542936,cash-settled share option,現金交割之股票選擇權,,,2018-06-26
3542937,cash-settled share-based payment transaction,現金交割之股份基礎給付交易,,,2018-06-26
3542938,catastrophe bond,巨災債券,,,2018-06-26
3542939,catastrophe provisions,巨災負債準備,,,2018-06-26
3542940,cause-and-effect diagram,因果關係圖,,,2018-06-26
3542941,cedant,分出公司,,,2018-06-26
3542942,central clearing,集中結算,,,2018-06-26
3542943,certificates of deposit,定期存單,,,2018-06-26
3542944,certified public accountant {=CPA},會計師,,注册会计师,2018-06-26
3542945,certified public accountants,會計師,,,2018-06-26
3542946,cessation [of capitalisation],停止[資本化],,,2018-06-26
3542947,change in accounting estimate,會計估計變動,,,2018-06-26
3542948,change in accounting policies,會計政策變動,,会计政策变更,2018-06-26
3542949,changes in accounting estimates,會計估計變動,,,2018-06-26
3542950,chart of accounts,會計科目表,,科目汇总表,2018-06-26
3542951,chief executive officer,執行長,,,2018-06-26
3542952,chief financial officer {=CFO},財務長,,财务总监,2018-06-26
3542953,choice criterion,選擇基準,,,2018-06-26
3542954,claim,請求；理賠；債權；主張,,,2018-06-26
3542955,claims development,理賠發展趨勢,,,2018-06-26
3542956,class A preference share,A類特別股,,,2018-06-26
3542957,class of assets,資產類別,,,2018-06-26
3542958,"class of property, plant and equipment",不動產、廠房及設備類別,,,2018-06-26
3542959,classification,分類,,,2018-06-26
3542960,classification of financial instruments – contingent settlement provisions,金融工具之分類－或有交割條款,,,2018-06-26
3542961,classification of inventory,存貨分類,,,2018-06-26
3542962,clean-up call,結清買權,,,2018-06-26
3542963,clearing counterparty,結算交易對方,,,2018-06-26
3542964,clearly trivial,顯然微小,,,2018-06-26
3542965,client business risk,客戶的企業風險,,,2018-06-26
3542966,clientele effect,顧客效果,,客户追随者效应,2018-06-26
3542967,close members of the family of the individual,個人之近親,,,2018-06-26
3542968,closing,結帳,,结账,2018-06-26
3542969,closing market prices,收盤價,,,2018-06-26
3542970,closing rate,收盤匯率,,,2018-06-26
3542971,cloud computing environments,雲端運算環境,,,2018-06-26
3542972,coefficient of determination,判定係數,,,2018-06-26
3542973,collar,上下限,,,2018-06-26
3542974,collateral,擔保品,,,2018-06-26
3542975,collateralised asset,質押資產,,,2018-06-26
3542976,collateralised borrowing,抵押借款,,,2018-06-26
3542977,collectability,收現性,,,2018-06-26
3542978,collection,收現,,,2018-06-26
3542979,collection date,收現日,,,2018-06-26
3542980,collective marks,團體標章,,,2018-06-26
3542981,collective power,集體力量,,,2018-06-26
3542982,collusion,共謀,,,2018-06-26
3542983,collusive pricing,串通訂價,,,2018-06-26
3542984,combined approach,併用方式,,,2018-06-26
3542985,combined financial statements,結合財務報表,,,2018-06-26
3542986,combined instrument,結合工具,,,2018-06-26
3542987,commencement,開始,,,2018-06-26
3542988,commencement of the lease term,租賃期間開始[日],,,2018-06-26
3542989,commercial discount,商業折扣,,商业折扣,2018-06-26
3542990,commercial draft,商業匯票,,商业汇票,2018-06-26
3542991,commercial loans,商業放款；商業借款,,,2018-06-26
3542992,commercial paper facilities,商業本票額度,,,2018-06-26
3542993,commercial substance,商業實質,,,2018-06-26
3542994,commercially viable quantities of mineral resources,礦產資源達到商業價值之數量,,,2018-06-26
3542995,commission,佣金,,,2018-06-26
3542996,commitment,承諾,,,2018-06-26
3542997,commitment date,承諾日,,,2018-06-26
3542998,commitment fee,承諾費,,,2018-06-26
3542999,committed fixed cost,既定性固定成本,,约束性固定成本,2018-06-26
3543000,commodity,[大宗]商品；[大宗]物資,,,2018-06-26
3543001,common cost,共同成本,,,2018-06-26
3543002,common stock,普通股,,普通股,2018-06-26
3543003,comparability,可比性,,,2018-06-26
3543004,comparability over time,不同期間之可比性,,,2018-06-26
3543005,comparable interim period,可比期中期間,,,2018-06-26
3543006,comparative financial statements,比較財務報表,,,2018-06-26
3543007,comparative information,比較資訊,,,2018-06-26
3543008,comparative information,比較資訊,,,2018-06-26
3543009,comparative statement of financial position,比較財務狀況表,,,2018-06-26
3543010,compensated absences,帶薪假,,,2018-06-26
3543011,compensation,補償；薪酬,,,2018-06-26
3543012,compensation control,補償控制,,,2018-06-26
3543013,competence,專業能力,,,2018-06-26
3543014,compilation,代編,,,2018-06-26
3543015,compilation services,代編服務,,,2018-06-26
3543016,complementary assets,互補性資產,,,2018-06-26
3543017,complete reciprocated costs,完全相互分攤後的成本,,,2018-06-26
3543018,complete set of financial statements,整套財務報表,,,2018-06-26
3543019,completeness,完整性,,,2018-06-26
3543020,completeness assertion,完整性聲明,,,2018-06-26
3543021,compliance audit,遵循審計,,,2018-06-26
3543022,compliance with International Accounting Standards,遵循國際會計準則,,,2018-06-26
3543023,component,組成部分；組成個體,,,2018-06-26
3543024,component materiality,組成個體重大性,,,2018-06-26
3543025,component of an entity,企業[之]組成部分；個體[之]組成部分,,,2018-06-26
3543026,composite unit,混合單位,,,2018-06-26
3543027,compound financial instrument[s],複合金融工具,,,2018-06-26
3543028,compound instrument[s],複合工具,,,2018-06-26
3543029,comprehensive income,綜合損益,,综合收益,2018-06-26
3543030,computed upper exception rate {=CUER},推估之偏差率上限,,,2018-06-26
3543031,computer-assisted audit techniques {=CAATs},電腦輔助查核技術,,,2018-06-26
3543032,concentration of [credit etc] risk,[信用等]風險集中,,,2018-06-26
3543033,conceptual framework for financial accounting,財務會計觀念架構,,财务会计概念框架,2018-06-26
3543034,conference method,諮商法,,,2018-06-26
3543035,confidence level,信賴水準,,,2018-06-26
3543036,confidential client information,客戶機密資訊,,,2018-06-26
3543037,configuration of the cash flows,現金流量型態,,,2018-06-26
3543038,confirmation,函證,,审计函证,2018-06-26
3543039,conformance quality,一致性品質,,,2018-06-26
3543040,consensus,共識,,,2018-06-26
3543041,consideration,對價,,,2018-06-26
3543042,consistency - alternative methods,一致性：替代方法,,,2018-06-26
3543043,consistency - capitalisation of borrowing costs,一致性：借款成本之資本化,,,2018-06-26
3543044,consistency - different cost formulas for inventories,一致性：存貨之不同成本公式,,,2018-06-26
3543045,consolidated and separate financial statements,合併及單獨財務報表,,,2018-06-26
3543046,consolidated balance sheet,合併資產負債表,,,2018-06-26
3543047,consolidated financial statements,合併財務報表,,合并财务报表,2018-06-26
3543048,consolidated financial statements and accounting for investments in subsidiaries,合併財務報表及投資子公司之會計,,,2018-06-26
3543049,consolidated group,合併集團,,,2018-06-26
3543050,consolidated statement of financial position,合併財務狀況表,,,2018-06-26
3543051,consolidation,合併,,新设合并,2018-06-26
3543052,consolidation adjustments,合併調整,,,2018-06-26
3543053,consolidation process,合併流程,,,2018-06-26
3543054,consolidation—special purpose entities,合併：特殊目的個體,,,2018-06-26
3543055,constant,常數,,,2018-06-26
3543056,constant gross-margin percentage NRV method,固定毛利率淨變現價值法,,,2018-06-26
3543057,constraint,限制,,,2018-06-26
3543058,construction contract[s],工程合約,,,2018-06-26
3543059,construction-in-progress,在建工程,,在建工程,2018-06-26
3543060,constructive obligation,推定義務,,,2018-06-26
3543061,contingency,或有；或有事項,,或有事项,2018-06-26
3543062,contingent assets,或有資產,,或有资产,2018-06-26
3543063,contingent consideration,或有對價,,,2018-06-26
3543064,contingent consideration arrangement,或有對價約定,,,2018-06-26
3543065,contingent fee,或有公費,,或有收费,2018-06-26
3543066,contingent liabilities,或有負債,,或有负债,2018-06-26
