ID,英文名稱,中文名稱,圖片,備註,更新日期
1121522,neoteny (Kollmann 1885); neotenia,1.持續性幼期特徵2.幼時具有成體性狀,,,2012-11-26
1121523,Neotrichocolea bissetii (Mitti) Hatt,新絨苔,,,2012-11-26
1121524,neotropic floral zone; neotropical zone,新熱帶植物帶,,,2012-11-26
1121525,neotropical floral kingdom; neotropis,新熱帶植物區系界,,,2012-11-26
1121526,neotropical realm,新熱帶區,,,2012-11-26
1121527,neotropical zone; neotropic floral zone,新熱帶,,,2012-11-26
1121528,neotropis; neotropical floral kingdom,新熱帶植物區系界,,,2012-11-26
1121529,Neottia asiatica Ohrii,小無葉蘭,,,2012-11-26
1121530,Neottia nidus-avis Rich var. manshur-ica Komar; N. papilligera Schlecht,倒根蘭,,,2012-11-26
1121531,Neottiospora theae Sawada,茶樹-毛子擬球殼病菌,,,2012-11-26
1121532,Neottopteris,巢蕨屬（鐵角蕨科）,,,2012-11-26
1121533,Neottopteris antrophyoides (Christ) Ching,狹基巢蕨,,,2012-11-26
1121534,Neottopteris nidus (L.) J. Sm.,巢蕨,,,2012-11-26
1121535,neo-two plane theory,新二面說,,,2012-11-26
1121536,neotype,新模式標本,,,2012-11-26
1121537,neo-vitalism,新生氣學說,,,2012-11-26
1121538,neovitamin A,新維生素甲,,,2012-11-26
1121539,Neovossia barchayana Brefeld; Tilletia horrida Takahashi,稻墨黑穗病菌,,,2012-11-26
1121540,Neovossia horrida (Takahashi) Padwick et Kahn; Tilletia horrida Takashi,稻墨黑穗病菌,,,2012-11-26
1121541,neoxanthin,新發質,,,2012-11-26
1121542,neo-Y-chromosome (White 1935),新丫染色體,,,2012-11-26
1121543,Nepenthaceae; nepenthes family,豬籠草科,,,2012-11-26
1121544,Nepenthes gracilis Korth,豬籠草（英萃龍府）,,,2012-11-26
1121545,Nepenthes mirabilis (Lour.) Druce,豬籠草,,,2012-11-26
1121546,Nepenthes; pitcher-plant,豬籠草屬,,,2012-11-26
1121547,Nepeta glechoma Bentham,連錢草,,,2012-11-26
1121548,Nepeta japonica Maxim.,荊芥,,,2012-11-26
1121549,Nephclium longana Camb.; Euphona longan,龍眼（名醫別錄）,,,2012-11-26
1121550,Nephelium,韶子屬（無患子科）,,,2012-11-26
1121551,Nephelium lappaceum L. var. topengii (Merr) How et Ho,海南韶子,,,2012-11-26
1121552,Nephelium lappaceum L.; Rambuetan,韶子,,,2012-11-26
1121553,Nephelium litchi Camb.; Litchi chinensis Sonn,荔枝（三輔黃圖）,,,2012-11-26
1121554,Nephelium malaiense Griff.,馬來龍眼,,,2012-11-26
1121555,Nephrodium,金粉草屬（蕨）,,,2012-11-26
1121556,Nephrodium filix-mas Rich.; male fern,羊齒（通雅）,,,2012-11-26
1121557,Nephrodium gracilescens Hook.,細長金粉草（江蘇植物名錄）,,,2012-11-26
1121558,Nephrodium setigerum bok.,剛毛粉草（中國中部植物）,,,2012-11-26
1121559,Nephrolepis auriculata Trimen,腎蕨；球蕨,,,2012-11-26
1121560,Nephrolepis biserrata Schott.,長葉腎蕨,,,2012-11-26
1121561,Nephrolepis cordifolia (L.) Presl,蜈蚣草；蓖子草；石黃松,,,2012-11-26
1121562,Nephrolepis hirsutula Pr.,毛葉腎蕨,,,2012-11-26
1121563,Nephrolepis sword fen; dadder fern,腎蕨屬（骨碎補科）圓羊齒（屬）,,,2012-11-26
1121564,Nephroma,腹面孢子苔屬（地方）,,,2012-11-26
1121565,Nephrosperma,腎果椰子屬,,,2012-11-26
1121566,Neptunia,水含羞草屬（豆科）,,,2012-11-26
1121567,Neptunia oleracea Lour.,水含羞草,,,2012-11-26
1121568,neral; citral,橙花醛,,,2012-11-26
1121569,neriin,夾竹桃苷,,,2012-11-26
1121570,neriitic province; neritopelagic province,淺海區,,,2012-11-26
1121571,neritic,淺海的；沿岸的,,,2012-11-26
1121572,neritic community,淺海底群集,,,2012-11-26
1121573,neritic plankton,沿海性浮游生物,,,2012-11-26
1121574,neritopelagic community,淺海水群集,,,2012-11-26
1121575,neritopelagic province; neritic province,淺海區,,,2012-11-26
1121576,Nerium indicum Mill. Var. leucanthum Makino,白花夾竹桃,,,2012-11-26
1121577,Nerium indicum Mill. Var. lutescens Makino,淡黃夾竹桃,,,2012-11-26
1121578,Nerium indicum Mill. Var. plenum Makino,重瓣夾竹桃,,,2012-11-26
1121579,Nerium indicum Mill; Rose Bay; sweet-scented Oleander,夾竹桃,,,2012-11-26
1121580,Nerium oleander L.; oleander; Gemeiner oleander,南美夾竹桃,,,2012-11-26
1121581,Nerium; Oleander,夾竹桃屬（夾竹桃科）,,,2012-11-26
1121582,nerol,橙花醇,,,2012-11-26
1121583,neroplankton,沿岸海水浮游生物,,,2012-11-26
1121584,nervate; nervose,有脈的,,,2012-11-26
1121585,nervation; venation,脈系；脈序,,,2012-11-26
1121586,nerve,葉脈,,,2012-11-26
1121587,nervonic acid,二十四碳烯酸,,,2012-11-26
1121588,nervose; nervate,有脈的,,,2012-11-26
1121589,nervulation,脈序,,,2012-11-26
1121590,nervure,葉脈,,,2012-11-26
1121591,Neslia,球果薺屬（十字花科）,,,2012-11-26
1121592,Neslia paniculata (L.) Desv.,球果薺,,,2012-11-26
1121593,Nesopteris,球桿毛蕨屬（膜蕨科）,,,2012-11-26
1121594,Nesopteris blepharistoma Tagawa,截形苞球桿毛蕨,,,2012-11-26
1121595,Nesopteris grandis Copel.,大球桿毛蕨,,,2012-11-26
1121596,Nesopteris thysanostoma Copel.,球桿毛蕨,,,2012-11-26
1121597,nest leaf,巢葉,,,2012-11-26
1121598,nest root,巢根,,,2012-11-26
1121599,nested zoosporangium,疊生游胞子囊,,,2012-11-26
1121600,net assimilation,純同化作用,,,2012-11-26
1121601,net assimilation rate; NAR,純同化率,,,2012-11-26
1121602,net blotch of barley; Pyrenophora teres (Diedicke) Drechsler,大麥網紋病,,,2012-11-26
1121603,net flux,實際流量,,,2012-11-26
1121604,net production,純生產量；淨生產量,,,2012-11-26
1121605,net production rate,淨生產率,,,2012-11-26
1121606,netted melon; nutmeg melon （英）； cantaloupe（美）； Cucumis melo L. var. reticulatus Naud.,網紋甜瓜,,,2012-11-26
1121607,netted venation,網狀葉脈,,,2012-11-26
1121608,netting fibers,織網用纖維,,,2012-11-26
1121609,nettle family; Urticaceae,蕁麻科,,,2012-11-26
1121610,Neuberg ester,紐氏醚,,,2012-11-26
1121611,Neuberg's scheme,紐氏設計,,,2012-11-26
1121612,neurite,軸突,,,2012-11-26
1121613,Neuroloma,澳州東南海島黑蘚屬（于）,,,2012-11-26
1121614,Neuropteris,筋蕨屬（化石）,,,2012-11-26
1121615,Neurospora,〔麵包〕紅黴屬,,,2012-11-26
1121616,Neurymenia,海芭蕉（紅藻）,,,2012-11-26
1121617,neuter flower,無性花；無雌雄蕊的花,,,2012-11-26
1121618,neutral character,（天擇時的）中性性狀,,,2012-11-26
1121619,neutral flower,無性花；（無蕊花）,,,2012-11-26
1121620,neutral gene,中性基因,,,2012-11-26
1121621,neutral plant,中間性植物,,,2012-11-26
1121622,neutral red,中性紅,,,2012-11-26
1121623,neutral spore,中性孢子,,,2012-11-26
1121624,neutralization,中和作用,,,2012-11-26
1121625,neutralizing antibody,中和抗體,,,2012-11-26
1121626,neutroglucoprotein; neutroglucoproteid,中性糖蛋白質,,,2012-11-26
1121627,neutron,中子,,,2012-11-26
1121628,neutron bombardment,中子衝擊,,,2012-11-26
1121629,neutron counter,中子計數管,,,2012-11-26
1121630,neutrophile,嗜中性的,,,2012-11-26
1121631,new combination,新組合,,,2012-11-26
1121632,new reunion (Newcombe 1942),新〔的〕再癒合,,,2012-11-26
1121633,new shoot,新枝,,,2012-11-26
1121634,new species,新種,,,2012-11-26
1121635,new systematics,新分類學,,,2012-11-26
1121636,new taxon,（分類學上的）新群,,,2012-11-26
1121637,New Zealand floral region,新西蘭植物局系,,,2012-11-26
1121638,New Zealand hemp; Phormium tenax Forst,新西蘭麻；麻黃蘭,,,2012-11-26
1121639,New-Zealand-spinach; Tetragonia expansa Murr.,番杏,,,2012-11-26
1121640,nexine,（花粉膜的）中層,,,2012-11-26
1121641,next available space,其次可利用空間,,,2012-11-26
1121642,n-generation,n-世代,,,2012-11-26
1121643,niacin; nicotinic acid,菸酸（抗癩皮病維生素）,,,2012-11-26
1121644,niacinamide; nicotinic acid amide; niamide,菸【生+僉】醯胺,,,2012-11-26
1121645,niche,生態上的位置,,,2012-11-26
1121646,nick,（核酸）鏈裂,,,2012-11-26
1121647,nicoteine,脫氫菸【生+僉】,,,2012-11-26
1121648,Nicotiana alata Link et Otto; winged tubacco,宿根煙草,,,2012-11-26
1121649,Nicotiana glauca Graham; tree tabacco,木立煙草,,,2012-11-26
1121650,Nicotiana longiflora Cav.,長葉煙草,,,2012-11-26
1121651,Nicotiana rustica L.; Aztec tabacco,圓葉煙草,,,2012-11-26
1121652,Nicotiana sanderae Hort.,花煙草,,,2012-11-26
1121653,Nicotiana Tabacum L.; Tobacco,煙草（食物本草）；淡芭菰（漳州府志）,,,2012-11-26
1121654,Nicotiana tomentosa Ruiz et Pav.; giant nicotiana,大煙草,,,2012-11-26
1121655,Nicotiana; tobacco plant,煙草屬（茄科）,,,2012-11-26
1121656,nicotinamide,菸【生+僉】醯胺,,,2012-11-26
1121657,nicotinamide adenine dinucleotide NAD+ DPN+,菸醯胺腺【生+僉】雙核苷〔酸〕,,,2012-11-26
1121658,nicotinamide adenine dinucleotide phosphate NADP+ TPN+,磷酸菸【生僉】醯胺腺【生僉】雙核苷〔酸〕,,,2018-12-24
1121659,nicotine,菸【生+僉】,,,2012-11-26
1121660,nicotine dust,菸【生+僉】粉劑,,,2012-11-26
1121661,nicotine sulphate,菸【生+僉】硫磺劑,,,2012-11-26
1121662,nicotine-lime dust,菸【生+僉】石灰粉劑,,,2012-11-26
1121663,nicotinic (acid) amide; nicotine amide,菸【生僉】醯胺,,,2012-11-26
1121664,nicotinic acid; niacin; niacinamide,菸酸,,,2012-11-26
1121665,nicotinoyl glycine,菸【生僉】醯甘胺酸,,,2012-11-26
1121666,Nidulariaceae,巢菌科（巢菌目）,,,2012-11-26
1121667,Nidulariales,巢菌目,,,2012-11-26
1121668,Nidulariineae,巢菌亞目（擔）,,,2012-11-26
1121669,nidus,（植）芽胞巢；（動）產卵所；孵巢所；巢,,,2012-11-26
1121670,Nif; nitrogen fixing gene,固氮基因,,,2012-11-26
1121671,Nigella,黑種草屬（毛茛科）,,,2012-11-26
1121672,night-blooming cereus; Hyalocereus & Selemicereus,夜花仙人掌,,,2012-11-26
1121673,night-blooming cereus; nigth-blooming jasmine; Cestrum nocturnum L.,夜香木,,,2012-11-26
1121674,nightshade family; Solanaceae,茄科,,,2012-11-26
1121675,nightshade; Atropa bellandonna,顛茄,,,2012-11-26
1121676,Nigrocupula formosana Sawada; Graphiola phoemicis (Mongeot) Poiteau,千年棗白毛病菌,,,2012-11-26
1121677,Nigrospora oryzae (Berkeley et Broome),稻褐紋病菌,,,2012-11-26
1121678,nigth-blooming jasmine; night blooming cestrum; Cestrum nocturnum Linn.,夜香木,,,2012-11-26
1121679,Nilsen-Ehle,尼爾遜‧依爾,,,2012-11-26
1121680,ninhydrin reaction,茚滿三酮反應,,,2012-11-26
1121681,Nintooa,金銀花類（忍冬科）,,,2012-11-26
1121682,Nipa fruticans Thunb; nipa palm（麻拉果）；parran（加洛根群島）；ballang（菲律賓）；sasa（菲律賓）,尼派椰子,,,2012-11-26
1121683,Niphobolus,一葉蕨屬,,,2012-11-26
1121684,nipple papilla,乳頭,,,2012-11-26
1121685,Nirenberg,尼仁堡,,,2012-11-26
1121686,Nitchkia tuberculifera Kusano,柳杉瘤病菌,,,2012-11-26
1121687,Nitella,黑輪藻屬,,,2012-11-26
1121688,Nitella sullucens Allen,黑輪藻；鬚藻,,,2012-11-26
1121689,Nitella translucens Ag.,降藻,,,2012-11-26
1121690,Nitelleae,黑輪藻亞科,,,2012-11-26
1121691,Nitophylleae,薄葉藻亞科,,,2012-11-26
1121692,Nitophyllum,薄葉藻屬（紅）,,,2012-11-26
1121693,Nitraria,白刺屬（蒺藜科）,,,2012-11-26
1121694,Nitraria schoberi L.,東廧（中藥誌）；泡【水刺】,,,2012-11-26
1121695,Nitraria sibirica Pall,白刺屬（蒺藜科）,,,2012-11-26
1121696,nitratase; nitrate reductase,硝酸還原酶,,,2012-11-26
1121697,nitrate,硝酸鹽,,,2012-11-26
1121698,nitrate bacteria; nitrate forming bacteria,硝酸細菌,,,2012-11-26
1121699,nitrate plants,硝酸植物,,,2012-11-26
1121700,nitrate reductase; nitratase,硝酸還原酶,,,2012-11-26
1121701,nitrate reduction,硝酸還原酶,,,2012-11-26
1121702,nitrate respiratory system,硝酸呼吸系,,,2012-11-26
1121703,nitric bacteria,亞硝酸細菌,,,2012-11-26
1121704,nitrification,硝化作用,,,2012-11-26
1121705,nitrifier,硝化菌,,,2012-11-26
1121706,nitrifying bacteria,硝化細菌,,,2012-11-26
1121707,nitrifying ferment,硝化酶,,,2012-11-26
1121708,nitrilase,腈酶,,,2012-11-26
1121709,nitrilase,腈合成酶,,,2012-11-26
1121710,nitrile,腈類,,,2012-11-26
1121711,nitrite,亞硝酸鹽,,,2012-11-26
1121712,nitrite bacteria; nitrite forming bacter; nitrite bacteria,亞硝酸細菌,,,2012-11-26
1121713,nitrite forming bacter; nitrite bacteria,亞硝酸形成細菌,,,2012-11-26
1121714,nitro-acetic acid,硝基醋酸,,,2012-11-26
1121715,nitro-amine,硝胺,,,2012-11-26
1121716,nitro-aniline,硝基苯胺,,,2012-11-26
1121717,Nitrobacter,硝化細菌屬,,,2012-11-26
1121718,Nitrobacteriaceae,硝酸桿菌科,,,2012-11-26
1121719,Nitrobacterieae,硝化桿菌亞科,,,2012-11-26
1121720,nitrobenzene nitrobenzol,硝基苯,,,2012-11-26
1121721,nitrocellulose,硝化纖維素；火藥棉,,,2012-11-26
1121722,nitrodextrose; nitroglucose; dextrose nitrate,硝基葡萄糖,,,2012-11-26
1121723,nitro-erythrol erythrol nitrate,硝基紅蘚醇,,,2012-11-26
1121724,nitroform; trinitro methane,硝仿；三硝基甲烷,,,2012-11-26
1121725,nitrogen assimilation,氮〔素〕同化作用,,,2012-11-26
1121726,nitrogen bacteria,氮〔素〕細菌,,,2012-11-26
1121727,nitrogen content,含氮量,,,2012-11-26
1121728,nitrogen cycle,氮氣循環,,,2012-11-26
1121729,nitrogen dioxide gas injury,亞硝酸氣傷害,,,2012-11-26
1121730,nitrogen equilibrium,氮〔素〕平衡,,,2012-11-26
1121731,nitrogen fixation,固氮〔作用〕,,,2012-11-26
1121732,nitrogen fixing bacteria; nitrogen fixation bacteria,固氮細菌,,,2012-11-26
1121733,nitrogen metabolism,氮〔的〕代謝,,,2012-11-26
1121734,nitrogen mustard,（突變誘發）氮芥劑,,,2012-11-26
1121735,nitrogen requirement,需氮量,,,2012-11-26
1121736,nitrogen source,氮源,,,2012-11-26
1121737,nitrogenase,固氮酶素,,,2012-11-26
1121738,nitrogenization,氮化作用,,,2012-11-26
1121739,nitrogenous,含氮的,,,2012-11-26
1121741,nitrogenous substance,含氮物質,,,2012-11-26
1121742,nitro-geophytia,氮土群落,,,2012-11-26
1121743,nitrophenols,硝基酚,,,2012-11-26
1121744,nitrophile,喜氮植物,,,2012-11-26
1121745,nitrophilous,喜硝的,,,2012-11-26
1121746,nitroso-,亞硝基,,,2012-11-26
1121747,nitroso bacteria,亞硝酸菌,,,2012-11-26
1121748,nitrosobenzene,亞硝基苯,,,2012-11-26
1121749,Nitrosococcus,亞硝酸球菌屬,,,2012-11-26
1121750,nitroso-indol reaction,亞硝基吲哚反應,,,2012-11-26
1121751,Nitrosomonas,亞硝酸菌屬,,,2012-11-26
1121752,nitrosophenol,亞硝基酚,,,2012-11-26
1121753,nitrosyl,亞硝基,,,2012-11-26
1121754,nitrous,1.一價氮或三價氮的2.亞硝酸的,,,2012-11-26
1121755,nitrous acid (HNO2),亞硝酸,,,2012-11-26
1121756,nitrous oxide,氧化亞氮,,,2012-11-26
1121757,nitrsos-amine; nitrosamine,亞硝基胺,,,2012-11-26
1121758,nitta; Parkia biglobosa,西非豆莢樹（于）,,,2012-11-26
1121759,Nitzschia,杼形矽藻屬,,,2012-11-26
1121760,Nitzschieae,杼形矽藻族,,,2012-11-26
1121761,Niu， M.,牛滿紅,,,2012-11-26
1121762,nival flora,冰雪植物區系,,,2012-11-26
1121763,nival line; snow line,雪線,,,2012-11-26
1121764,nival zone,冰雪帶；恆雪帶,,,2012-11-26
1121765,n-nonadecyl alcohol,十九醇-〔1〕,,,2012-11-26
1121766,n-nonadecylic acid,十九酸,,,2012-11-26
1121767,n-nonylic acid,壬酸,,,2012-11-26
1121768,No 3 crystals,第三次結晶糖；法國粗糖；九十八度糖,,,2012-11-26
1121769,NOA; αnaphthoxyacetic acid; β-naphthoxyacetic aicd,萘氧乙酸,,,2012-11-26
1121770,Noctiluca miliaris Surir,夜光藻,,,2012-11-26
1121771,noctilucous; phosphorescent,夜光的,,,2012-11-26
1121772,nocturnal flower,夜開日閉花,,,2012-11-26
1121773,n-octyl aldehyde; caprylaldehyde,辛醇,,,2012-11-26
1121774,n-octylic acid,辛酸,,,2012-11-26
1121775,nodal,有節的,,,2012-11-26
1121776,nodal anatomy,節部解剖,,,2012-11-26
1121777,nodal diaphragm,節隔膜,,,2012-11-26
1121778,nodal region,節位,,,2012-11-26
1121779,nodal wood,節材,,,2012-11-26
1121780,nodding; nutant,垂頭的,,,2012-11-26
1121781,node,結節,,,2012-11-26
1121782,node order,節位,,,2012-11-26
1121783,nodoc (Cantoni et al. 1963); coding-recognition site; anticodon,反密碼；補基碼（tRNA認識mRNA密碼的位置）,,,2012-11-26
1121784,nodose; knobly knotty,有節的,,,2012-11-26
1121785,nodular,結節的,,,2012-11-26
1121786,nodule,小結根瘤,,,2012-11-26
1121787,nodule bacteria,根瘤細菌,,,2012-11-26
1121788,nodulose,有小節的,,,2012-11-26
1121789,noe-gene-one-enzyme hypothesis (Beadle & Tatum 1941 Beadle 1945),一基因一酶〔學〕說,,,2012-11-26
1121790,Noeolitsea glauca Koidz.,五爪楠（臺灣）,,,2012-11-26
1121791,nogallicolaeradicolae,新根瘤型,,,2012-11-26
1121792,nolana family; Nolanaceae,南萊科（原屬旋花科）,,,2012-11-26
1121793,Nolanaceae; nolana family,南萊科,,,2012-11-26
1121794,nomadism,飄蕩移動,,,2012-11-26
1121795,nombre fondamental (Matthey 1949),一個種的整套染色體總臂數（不包含小形棒狀染色體在內）,,,2012-11-26
1121796,nomen; scientific name,學名,,,2012-11-26
1121797,nomenclature,命名,,,2012-11-26
1121798,nomogenesis,循規演化說,,,2012-11-26
1121799,non criss-cross exception,（雌者雖為隱性同型接合）非交叉遺傳,,,2012-11-26
1121800,non electrolyte,非電解質,,,2012-11-26
1121801,non exchangeability,非交換性,,,2012-11-26
1121802,non-adaptive character,非適應性狀,,,2012-11-26
1121803,non-adaptive evolution,非適應演化,,,2012-11-26
1121804,non-adaptive regression,非適應退化,,,2012-11-26
1121805,non-additive genetic variance,非累加性遺傳變方,,,2012-11-26
1121806,non-additive variance,非累加性變方,,,2012-11-26
1121807,nonadecane,十九烷,,,2012-11-26
1121808,non-allelic genes,非對偶基因,,,2012-11-26
1121809,nonanoic acid; pelargonic acid,壬酸,,,2012-11-26
1121810,non-antigenic,不產抗原的,,,2012-11-26
1121811,non-aperture,不開孔的,,,2012-11-26
1121812,non-articulate latex tube; non-articulate latex duct; non-articulate lactifer,無節乳管,,,2012-11-26
1121813,non-autonomy,非自主性,,,2012-11-26
1121814,non-available water,無效水分,,,2012-11-26
1121815,nonbasic chromosomal proteins,非鹼性染色體蛋白質,,,2012-11-26
1121816,non-brights (Preer， Siegel & Stark 1953),（草履蟲之有N-body的）殺手,,,2012-11-26
1121817,non-cellular form of life,非細胞的生命形態,,,2012-11-26
1121818,non-cellular organism,非細胞生物,,,2012-11-26
1121819,non-cellular plant,非細胞植物,,,2012-11-26
1121820,microphotometer,顯微分光計,,,2012-11-26
1121821,microphyll,小葉（石松祇有一葉脈的極小的葉）,,,2012-11-26
1121822,microphyll type,小型葉,,,2012-11-26
1121823,Microphyllinae,小葉類,,,2012-11-26
1121824,Microphyllophyta,小葉植物門；石松卷柏類,,,2012-11-26
1121825,microphyllous,有小葉的,,,2012-11-26
1121826,microphylogenesis (Zimmermann 1943) microevolution,小演化,,,2012-11-26
