ID,英文名稱,中文名稱,圖片,領域,祖籍,更新日期
6963550,"Moore, Douglas","穆爾,達格勒斯",,音樂,,2020-03-16
6963551,"Moore, Gerald","穆爾,傑拉德",,音樂,,2020-03-16
6963552,"Moran, Robert",墨倫,,音樂,,2020-03-16
6963553,Morel,莫瑞爾,,物理,,2020-03-16
6963554,"Morgan, Thomas Hunt","摩根,湯瑪斯",,生命科學,,2020-03-16
6963555,"Morley, Lawrence (Whitaker), Ph.D.","莫里,洛倫斯",,物理,,2020-03-16
6963556,"Morley, Thomas","莫里,湯瑪斯",,音樂,,2020-03-16
6963557,"Morris, Harold Cecil","莫里斯,哈若德",,音樂,,2020-03-16
6963558,"Morris, Reginald","莫里斯,雷吉納德",,音樂,,2020-03-16
6963559,"Morris, Wyn","莫里斯,威恩",,音樂,,2020-03-16
6963560,"Morrison, Angus",莫里森,,音樂,,2020-03-16
6963561,"Morross, Jerome",莫羅斯,,音樂,,2020-03-16
6963562,"Morse,  Philip McCord",摩斯,,物理,,2020-03-16
6963563,Moseley,莫斯理,,化學,,2020-03-16
6963564,"Moseley, Henry Gwyn Jeffreys",莫斯理,,物理,,2020-03-16
6963565,"Mott,  Nevill Francis",莫特,,物理,,2020-03-16
6963566,"Moule-Evans, David",莫爾-艾凡斯,,音樂,,2020-03-16
6963567,"Mouton, Gabriel",穆童,,物理,,2020-03-16
6963568,"Muczynski, Robert",穆忍斯基,,音樂,,2020-03-16
6963569,"Mudge, Richard",馬吉,,音樂,,2020-03-16
6963570,"Mudie, Michael Winfield",繆迪,,音樂,,2020-03-16
6963571,"Mukle, May",謬柯理,,音樂,,2020-03-16
6963572,"Muldowney, Dominic",馬爾道尼,,音樂,,2020-03-16
6963573,"Mullings, Frank",穆凌斯,,音樂,,2020-03-16
6963574,"Mullis, Kary Banks",馬里斯,,生命科學,,2020-03-16
6963575,"Mumma, Gordon",穆馬,,音樂,,2020-03-16
6963576,Munson,曼森,,物理,,2020-03-16
6963577,"Murchie, Robert",莫奇,,音樂,,2020-03-16
6963578,"Murrill, Herbert Henry John",墨瑞爾,,音樂,,2020-03-16
6963579,"Musgrave, Thea",馬斯格瑞弗,,音樂,,2020-03-16
6963580,"Myers, Rollo",麥爾斯,,音樂,,2020-03-16
6963581,"Nabokov, Nicolas",納伯寇夫,,音樂,,2020-03-16
6963582,"Naftel, Frederick",納夫特爾,,音樂,,2020-03-16
6963583,"Nagel, Jody",納哲爾,,音樂,,2020-03-16
6963584,"Nancarrow, Conlon",南卡羅,,音樂,,2020-03-16
6963585,"Nanes, Richard",內恩茲,,音樂,,2020-03-16
6963586,"Nash, Gary","納許,蓋瑞",,音樂,,2020-03-16
6963587,"Nash, Heddle","納許,黑斗",,音樂,,2020-03-16
6963588,"Naylor, Bernard","內勒,柏納德",,音樂,,2020-03-16
6963589,"Naylor, Edward","內勒,愛德華",,音樂,,2020-03-16
6963590,"Naylor, John","內勒,約翰",,音樂,,2020-03-16
6963591,"Neary, Martin",尼爾瑞,,音樂,,2020-03-16
6963592,"Neate, Charles",尼特,,音樂,,2020-03-16
6963593,"Neel, Louis Boyd",尼爾,,音樂,,2020-03-16
6963594,"Ne'eman, Yuval",尼門,,物理,,2020-03-16
6963595,"Neher, Patrick",內爾,,音樂,,2020-03-16
6963596,"Nelson, Brian","內爾森,布萊恩",,音樂,,2020-03-16
6963597,"Nelson, Ron","內爾森,隆",,音樂,,2020-03-16
6963598,"Nelsova, Zara",內爾索瓦,,音樂,,2020-03-16
6963599,"Nernst, Walther Hermann",能斯特,,物理,,2020-03-16
6963600,"Nettl, Bruno","內投,布魯諾",,音樂,,2020-03-16
6963601,"Nettl, Paul","內投,保羅",,音樂,,2020-03-16
6963602,"Nevada, Emma","拿瓦達,艾瑪",,音樂,,2020-03-16
6963603,"Nevada, Mignon","拿瓦達,迷孃",,音樂,,2020-03-16
6963604,"Nevin, Arthur","內溫,阿瑟",,音樂,,2020-03-16
6963605,"Nevin, Ethelbert","內溫,艾瑟伯特",,音樂,,2020-03-16
6963606,"Neway, Patricia",紐維,,音樂,,2020-03-16
6963607,"Newell, John",紐爾,,音樂,,2020-03-16
6963608,"Newlin, Dika",紐林,,音樂,,2020-03-16
6963609,"Newman, Ernest",紐曼,,音樂,,2020-03-16
6963610,"Newmarch, Rosa",紐馬奇,,音樂,,2020-03-16
6963611,"Newton, Robert Russell","紐騰,羅伯特",,物理,,2020-03-16
6963612,"Newton, Sir Isaac",牛頓,,物理,,2020-03-16
6963613,"Newton, Ivor","紐騰,艾弗",,音樂,,2020-03-16
6963614,"Nicholls, Agnes",尼可思,,音樂,,2020-03-16
6963615,"Nichols, Ernest Fox",尼可斯,,物理,,2020-03-16
6963616,"Nicholson, Sydney",尼可森,,音樂,,2020-03-16
6963617,"Nicol, William",尼可,,物理,,2020-03-16
6963618,"Niecks, Frederick",尼柯斯,,音樂,,2020-03-16
6963619,"Niggli,  Paul",尼格利,,物理,,2020-03-16
6963620,"Nishijima, Kazuhiko",西島,,物理,,2020-03-16
6963621,"Nishina, Yoshio",仁科,,物理,,2020-03-16
6963622,"Noble, Jeremy","諾博,傑瑞米",,音樂,,2020-03-16
6963623,"Noble, John","諾博,約翰",,音樂,,2020-03-16
6963624,"Noble, Lee","諾博,李",,音樂,,2020-03-16
6963625,"Noble, Tertius","諾博,特修斯",,音樂,,2020-03-16
6963626,"Noether, Amalie Emmy",那特,,物理,,2020-03-16
6963627,"Nomarski, Georges (Jerzy)",諾馬斯基,,物理,,2020-03-16
6963628,"Nordica, Lillian",諾狄卡,,音樂,,2020-03-16
6963629,"Nordoff, Paul",諾多夫,,音樂,,2020-03-16
6963630,"Nordtvedt, Kenneth Leon",諾德維德,,物理,,2020-03-16
6963631,"Norman, Jessye","諾門,潔西",,音樂,,2020-03-16
6963632,"Norrington, Roger",諾凌騰,,音樂,,2020-03-16
6963633,"Norvell, Woody",諾維爾,,音樂,,2020-03-16
6963634,"Novello, Vincent",挪衛婁,,音樂,,2020-03-16
6963635,"Nowak, Lionel","諾瓦可,萊諾",,音樂,,2020-03-16
6963636,"Nusselt, Wilhelm",那塞特,,物理,,2020-03-16
6963637,"Nuttall, John Mitchell",納托,,物理,,2020-03-16
6963638,"Nyman, Michael",奈門,,音樂,,2020-03-16
6963639,"Nyquist, Harry",尼奎斯特,,物理,,2020-03-16
6963640,"Oakeley, Herbert",歐可里,,音樂,,2020-03-16
6963641,"Oberhoffer, Emil",歐柏哈弗,,音樂,,2020-03-16
6963642,"Oberlin, Russell",歐柏林,,音樂,,2020-03-16
6963643,"Oden, John Tinsley",歐登,,物理,,2020-03-16
6963644,"Oersted, Hans Christian",厄斯特,,物理,,2020-03-16
6963645,"Ogdon, John",歐格登,,音樂,,2020-03-16
6963646,"Ohlsson, Garrick",歐爾森,,音樂,,2020-03-16
6963647,"Ohm, Georg Simon",歐姆,,物理,,2020-03-16
6963648,"Ōkubo, Susumu",大久保,,物理,,2020-03-16
6963649,"Olbers, Heinrich Wilhelm Matthäus",歐伯斯,,物理,,2020-03-16
6963650,"Oldberg, Arne",歐德柏格,,音樂,,2020-03-16
6963651,"Oldham, Arthur","歐爾登,阿瑟",,音樂,,2020-03-16
6963652,"Oldham, Kevin","歐爾登,凱文",,音樂,,2020-03-16
6963653,"Oldman, Cecil",歐德曼,,音樂,,2020-03-16
6963654,"Oliver, Stephen",歐里弗,,音樂,,2020-03-16
6963655,"Oliveros, Pauline",歐里維若斯,,音樂,,2020-03-16
6963656,"O'Mara, Joseph",歐馬勒,,音樂,,2020-03-16
6963657,"O'Neill, Norman","歐尼爾,諾門",,音樂,,2020-03-16
6963658,"Onsager, Lars",翁薩格,,物理,,2020-03-16
6963659,Opic,歐匹克,,物理,,2020-03-16
6963660,"Oppenheimer, Julius Robert",歐本海默,,物理,,2020-03-16
6963661,"Ord, Boris",歐德,,音樂,,2020-03-16
6963662,"Ormandy, Eugene",歐曼迪,,音樂,,2020-03-16
6963663,"Ornstein,  Leonard Salomon","歐恩斯坦,雷納德",,物理,,2020-03-16
6963664,"Ornstein, Leo","歐恩斯坦,利歐",,音樂,,2020-03-16
6963665,"Orr, William McFadden","歐爾,威廉",,物理,,2020-03-16
6963666,"Orr, Charles W.","歐爾,查爾斯",,音樂,,2020-03-16
6963667,"Orr, Robin","歐爾,羅賓",,音樂,,2020-03-16
6963668,"Orrey, Leslie",歐瑞,,音樂,,2020-03-16
6963669,"Ortiz, Cristina",歐堤斯,,音樂,,2020-03-16
6963670,"Osborn, Franz",歐茲伯恩,,音樂,,2020-03-16
6963671,"Osborne, George","歐茲柏恩,喬治",,音樂,,2020-03-16
6963672,"Osborne, Nigel","歐茲柏恩,奈久",,音樂,,2020-03-16
6963673,"O'Sullivan, Denis",歐薩利文,,音樂,,2020-03-16
6963674,"Ouseley, Frederick",兀茲理,,音樂,,2020-03-16
6963675,"Overhauser, Albert",歐佛豪瑟,,物理,,2020-03-16
6963676,"Owen, Albert Alan","歐文,阿伯特",,音樂,,2020-03-16
6963677,"Owen, Harold","歐文,哈若德",,音樂,,2020-03-16
6963678,"Owen, John","歐文,約翰",,音樂,,2020-03-16
6963679,Owne,歐恩,,物理,,2020-03-16
6963680,"Paine, John Knowles",佩恩,,音樂,,2020-03-16
6963681,"Palkowski, Daniel",波考斯基,,音樂,,2020-03-16
6963682,"Palmer, Felicity","帕摩,菲莉西蒂",,音樂,,2020-03-16
6963683,"Palmer, Robert","帕摩,羅伯特",,音樂,,2020-03-16
6963684,"Panufnik, Andrzej","帕那夫尼克,安綴",,音樂,,2020-03-16
6963685,"Panufnik, Roxanna","帕那夫尼克,羅森那",,音樂,,2020-03-16
6963686,"Papineau-Couture, Jean",帕匹諾－庫涂爾,,音樂,,2020-03-16
6963687,"Parepa-Rosa, Euphrosyne",普瑞普－羅惹,,音樂,,2020-03-16
6963688,"Parish-Alvars, Elias",帕瑞希-艾爾瓦思,,音樂,,2020-03-16
6963689,"Parisi, Giorgio",帕瑞希,,物理,,2020-03-16
6963690,"Parker, Horatio",帕可,,音樂,,2020-03-16
6963691,"Parratt, Walter",帕瑞特,,音樂,,2020-03-16
6963692,"Parries, Robert",帕瑞斯,,音樂,,2020-03-16
6963693,"Parrott, Horace Ian",帕羅特,,音樂,,2020-03-16
6963694,"Parry, (sir Charles) Hubert (Hastings)",培里,,音樂,,2020-03-16
6963695,"Parsons, Robert",帕森斯,,音樂,,2020-03-16
6963696,"Partch, Harry",帕奇,,音樂,,2020-03-16
6963697,"Pasatieri, Thomas",普薩堤爾理,,音樂,,2020-03-16
6963698,"Pasta, John",帕斯塔,,物理,,2020-03-16
6963699,"Pasteur, Louis",巴斯德,,生命科學,,2020-03-16
6963700,"Paterson, Lorna","帕特森,羅娜",,音樂,,2020-03-16
6963701,"Patterson, Arthur Lindo","帕特森,阿瑟",,物理,,2020-03-16
6963702,"Patterson, Paul","帕特森,保羅",,音樂,,2020-03-16
6963703,"Patterson, Shawn","帕特森,尚恩",,音樂,,2020-03-16
6963704,"Pauk, György",帕克,,音樂,,2020-03-16
6963705,Pauli,包理,,化學,,2020-03-16
6963706,"Pauli, Wolfgang Ernst",包理,,物理,,2020-03-16
6963707,"Pauling, Linus Carl",波凌,,化學,,2020-03-16
6963708,"Pauling, Linus Carl",波凌,,物理,,2020-03-16
6963709,"Paulus, Stephen",波勒斯,,音樂,,2020-03-16
6963710,"Payne, Anthony",裴恩,,音樂,,2020-03-16
6963711,"Pears, Peter",皮爾斯,,音樂,,2020-03-16
6963712,"Peerce, Jan",皮爾思,,音樂,,2020-03-16
6963713,"Peierls, Rudolf Ernst",派爾斯,,物理,,2020-03-16
6963714,"Pelletier, Wilfrid",佩勒堤爾,,音樂,,2020-03-16
6963715,"Peltier, William Richard","佩爾堤艾,威廉",,物理,,2020-03-16
6963716,"Pennario, Leonard",潘納瑞歐,,音樂,,2020-03-16
6963717,"Penney, William George",彭尼,,物理,,2020-03-16
6963718,"Penning, Frans Michel",彭寧,,物理,,2020-03-16
6963719,"Penrose, Roger",彭若斯,,物理,,2020-03-16
6963720,"Pentland, Barbara",彭特倫德,,音樂,,2020-03-16
6963721,"Pépin, Clermont",佩品,,音樂,,2020-03-16
6963722,"Peppercorn, Wayne",佩普孔恩,,音樂,,2020-03-16
6963723,"Perahia, Murray",普拉希亞,,音樂,,2020-03-16
6963724,"Perkins, John Maclvor",柏金斯,,音樂,,2020-03-16
6963725,"Perle, George",普爾,,音樂,,2020-03-16
6963726,"Peros, Nick",佩洛斯,,音樂,,2020-03-16
6963727,"Perot,  Jean-Baptiste Alfred",培若,,物理,,2020-03-16
6963728,"Persichetti, Vincent",普西切堤,,音樂,,2020-03-16
6963729,"Persinger, Louis",普辛爾,,音樂,,2020-03-16
6963730,"Pert, Morris",普特,,音樂,,2020-03-16
6963731,"Petre, Thomas",皮特,,音樂,,2020-03-16
6963732,"Peyer, Gervase de",佩爾,,音樂,,2020-03-16
6963733,"Pfeffer, Washek Frank",普菲弗,,物理,,2020-03-16
6963734,"Pfund, August Herman",蒲芬德,,物理,,2020-03-16
6963735,"Philip, Reji",菲利普,,物理,,2020-03-16
6963736,"Philips, Montague","菲利普斯,蒙特久",,音樂,,2020-03-16
6963737,"Philips, Peter","菲利普斯,彼得",,音樂,,2020-03-16
6963738,"Piatigorsky, Gregor",皮阿提勾斯基,,音樂,,2020-03-16
6963739,"Piccaver, Alfred",皮卡弗,,音樂,,2020-03-16
6963740,"Picken, Laurence",皮肯,,音樂,,2020-03-16
6963741,"Picker, Tobias",皮可,,音樂,,2020-03-16
6963742,"Pierce, George Washington",皮爾司,,物理,,2020-03-16
6963743,"Pierson, Henry Hugo",皮爾森,,音樂,,2020-03-16
6963744,"Pini, Anthony",皮尼,,音樂,,2020-03-16
6963745,"Pinkham, Daniel",平肯,,音樂,,2020-03-16
6963746,"Pinto, George Frederic",平托,,音樂,,2020-03-16
6963747,Pippard (Sir Alfred Brian Pippard),皮帕德,,物理,,2020-03-16
6963748,"Pisk, Paul Amadeus",皮斯克,,音樂,,2020-03-16
6963749,"Piston, Walter",皮斯頓,,音樂,,2020-03-16
6963750,"Pitfield, Thomas",皮特菲爾德,,音樂,,2020-03-16
6963751,"Pitt, Percy",匹特,,音樂,,2020-03-16
6963752,"Planck, Max Karl Ernst Ludwig",普朗克,,物理,,2020-03-16
6963753,"Planck, Max Karl Ernst Ludwig",普朗克,,化學,,2020-03-16
6963754,"Planté, Gaston",普藍特,,物理,,2020-03-16
6963755,"Plateau, Joseph Antoine Ferdinand",浦拉托,,物理,,2020-03-16
6963756,"Pleeth, William",普利斯,,音樂,,2020-03-16
6963757,"Plummer, E. Ward",普拉摩,,物理,,2020-03-16
6963758,"Pohl, Robert Wichard",珀爾,,物理,,2020-03-16
6963759,"Poisson, Eric",帕松,,物理,,2020-03-16
6963760,"Polder, Dirk",波爾德,,物理,,2020-03-16
6963761,"Pole, William",波爾,,音樂,,2020-03-16
6963762,Polk,波克,,物理,,2020-03-16
6963763,"Pollak, Anna",波拉克,,音樂,,2020-03-16
6963764,"Pons, Lily",彭斯,,音樂,,2020-03-16
6963765,"Ponselle, Rosa",彭賽爾,,音樂,,2020-03-16
6963766,"Poole, Elizabelh","普爾,伊莉莎白",,音樂,,2020-03-16
6963767,"Poole, Geoffrey","普爾,傑福瑞",,音樂,,2020-03-16
6963768,"Pope, Stanley",波普,,音樂,,2020-03-16
6963769,"Porter, Cole","波特,寇爾",,音樂,,2020-03-16
6963770,"Porter, Quincy","波特,昆西",,音樂,,2020-03-16
6963771,"Poston, Elizabeth",波斯頓,,音樂,,2020-03-16
6963772,"Potter, Cipriani",帕特,,音樂,,2020-03-16
6963773,"Potts, Renfrey Burnard (Ren)",帕茲,,物理,,2020-03-16
6963774,"Pougnet, Jean",波內特,,音樂,,2020-03-16
6963775,"Pouishnov, Lev",普伊希諾夫,,音樂,,2020-03-16
6963776,"Powell, John","包爾,約翰",,音樂,,2020-03-16
6963777,"Powell, Maud","包爾,莫德",,音樂,,2020-03-16
6963778,"Powell, Mel","包爾,梅爾",,音樂,,2020-03-16
6963779,"Power, Leonel",鮑爾,,音樂,,2020-03-16
6963780,"Pratt, Silas Gamaliel","普拉特,賽拉斯",,音樂,,2020-03-16
6963781,"Pratt, Waldo Selden","普拉特,華爾多",,音樂,,2020-03-16
6963782,"Presser, William",普瑞瑟,,音樂,,2020-03-16
6963783,"Preston, Samuel Tolver",普雷斯頓,,物理,,2020-03-16
6963784,"Prévost, Pierre",卜瑞伏,,物理,,2020-03-16
6963785,"Price, Florence Beatrice","普萊斯,福洛倫斯",,音樂,,2020-03-16
6963786,"Price, Leontyne","普萊斯,利恩婷",,音樂,,2020-03-16
6963787,"Price, Magaret","普萊斯,瑪格瑞特",,音樂,,2020-03-16
6963788,Priestley,卜利士力,,化學,,2020-03-16
6963789,"Priestman, Brian",普里斯特曼,,音樂,,2020-03-16
6963790,"Primrose, William",普林洛斯,,音樂,,2020-03-16
6963791,Princeton,普林斯頓,,物理,,2020-03-16
6963792,"Pritchard, John",普理徹德,,音樂,,2020-03-16
6963793,"Proca, Alexandru",普羅卡,,物理,,2020-03-16
6963794,"Proust, Dominique",普魯斯特,,化學,,2020-03-16
6963795,"Prout, Ebenezer","普勞特,埃比內惹",,音樂,,2020-03-16
6963796,"Prout, William","普勞特,威廉",,物理,,2020-03-16
6963797,"Ptolemy, Claudius  (Κλαύδιος Πτολεμαῖος)",托勒米,,物理,,2020-03-16
6963798,"Punnett, Reginald Crundall",潘尼特,,生命科學,,2020-03-16
6963799,"Pupin, Mihajlo Idvorski",浦品,,物理,,2020-03-16
6963800,"Purcell, Henry",普瑟爾,,音樂,,2020-03-16
6963801,"Purkyně, Jan Evangelista",浦肯涅,,物理,,2020-03-16
6963802,"Purkyně, Jan Evangelista (Johannes Evangelists Purkinje)",浦肯涅,,生命科學,,2020-03-16
6963803,"Pyne, James K.","派恩,詹姆斯",,音樂,,2020-03-16
6963804,"Pyne, Louisa","派恩,路易莎",,音樂,,2020-03-16
6963805,Pyrex,派瑞克斯,,物理,,2020-03-16
6963806,Pythagoras (Pythagoras of Samos),畢達格拉斯,,物理,,2020-03-16
6963807,"Queler, Eve",奎勒,,音樂,,2020-03-16
6963808,"Quilter, Roger",奎爾特,,音樂,,2020-03-16
6963809,"Quincke, Georg Hermann",昆克,,物理,,2020-03-16
6963810,"Rabi, Isidor Isaac",拉比,,物理,,2020-03-16
6963811,"Rabin, Michael",拉賓,,音樂,,2020-03-16
6963812,"Rabinof, Benno",拉比諾夫,,音樂,,2020-03-16
6963813,"Racah, Giulio (Yoel)",拉卡,,物理,,2020-03-16
6963814,"Race, Steve",瑞斯,,音樂,,2020-03-16
6963815,"Radcliffe, Philip",瑞德克里夫,,音樂,,2020-03-16
6963816,"Radford, Robert",瑞德弗德,,音樂,,2020-03-16
6963817,Radicati,拉底卡提,,物理,,2020-03-16
6963818,"Railton, Ruth",瑞爾頓,,音樂,,2020-03-16
6963819,"Rainier, Priaulx",瑞尼爾,,音樂,,2020-03-16
6963820,"Rains, Leon",瑞恩斯,,音樂,,2020-03-16
6963821,"Raksin, David",拉可辛,,音樂,,2020-03-16
6963822,"Raman, Chandrasekhara Venkata",拉曼,,物理,,2020-03-16
6963823,"Ramond, Archimedes",拉蒙,,音樂,,2020-03-16
6963824,"Ramsauer, Carl Wilhelm",冉紹爾,,物理,,2020-03-16
6963825,"Ramsay, William",阮姆吉,,化學,,2020-03-16
6963826,"Ramsden, Jesse",阮姆斯登,,物理,,2020-03-16
6963827,"Ranalow, Frederick",瑞拿婁,,音樂,,2020-03-16
6963828,"Randers, Gunnar",藍得,,物理,,2020-03-16
6963829,"Rands, Bernard",藍茲,,音樂,,2020-03-16
6963830,"Rankin, Nell",藍金,,音樂,,2020-03-16
6963831,"Rankine, William John Macquorn",阮肯,,物理,,2020-03-16
6963832,"Rankl, Karl",藍克爾,,音樂,,2020-03-16
6963833,"Rarita, William",拉里塔,,物理,,2020-03-16
6963834,"Raskin, Judith",拉斯金,,音樂,,2020-03-16
6963835,"Rathaus, Karol",拉特豪斯,,音樂,,2020-03-16
6963836,"Rattle, Simon",拉特爾,,音樂,,2020-03-16
6963837,"Rawsthorne, Alan",羅索恩,,音樂,,2020-03-16
6963838,"Ray, John",瑞伊,,生命科學,,2020-03-16
6963839,"Raybould, Clarence",瑞博德,,音樂,,2020-03-16
6963840,"Rayleigh, Lord",瑞里,,物理,,2020-03-16
6963841,"Raynor, John",瑞拿,,音樂,,2020-03-16
6963842,"Read, Gardner",瑞德,,音樂,,2020-03-16
6963843,"Reager, John",瑞格,,音樂,,2020-03-16
6963844,"Reale, Paul",利爾,,音樂,,2020-03-16
6963845,"Réaumur, René Antoine Ferchault de",瑞奧穆,,物理,,2020-03-16
6963846,Reboul,勒步爾,,物理,,2020-03-16
6963847,"Redi, Francesco",雷迪,,生命科學,,2020-03-16
6963848,"Redlich, Hans F.",瑞德里克,,音樂,,2020-03-16
6963849,"Reed, William Henry",里德,,音樂,,2020-03-16
6963850,"Reese, Gustave",里斯,,音樂,,2020-03-16
6963851,"Reeve, Stephen",里夫,,音樂,,2020-03-16
6963852,"Reeves, Sims",里夫斯,,音樂,,2020-03-16
6963853,Regel,瑞格,,物理,,2020-03-16
6963854,"Regge, Tullio",瑞基,,物理,,2020-03-16
6963855,"Reich, Steve",萊許,,音樂,,2020-03-16
6963856,"Reiche, Fritz",瑞赫,,物理,,2020-03-16
6963857,"Reiner, Fritz",萊拿,,音樂,,2020-03-16
6963858,Renner,任訥,,物理,,2020-03-16
6963859,"Renninger, Mauritius",任寧格,,物理,,2020-03-16
6963860,"Rényi, Alfréd",任尼,,物理,,2020-03-16
6963861,"Resnik, Regina",瑞斯尼克,,音樂,,2020-03-16
6963862,"Rethberg, Elizabeth",瑞斯柏格,,音樂,,2020-03-16
6963863,"Reti, Rudolph",瑞堤,,音樂,,2020-03-16
6963864,"Reuter, Florizel von",羅伊特,,音樂,,2020-03-16
6963865,"Reynish, Timothy",瑞尼許,,音樂,,2020-03-16
6963866,"Reynolds, John Hamilton","瑞諾茲,約翰",,物理,,2020-03-16
6963867,"Reynolds, Roger","瑞諾茲,拉傑",,音樂,,2020-03-16
6963868,Ricci (Gregorio Ricci-Curbastro),"瑞奇,格瑞勾里歐",,物理,,2020-03-16
6963869,"Ricci, Ruggiero","瑞奇,魯傑羅",,音樂,,2020-03-16
6963870,"Richards, Bernard","里查茲,柏納德",,音樂,,2020-03-16
6963871,"Richards, Brinley","里查茲,布林里",,音樂,,2020-03-16
6963872,"Richardson, Ferdinando","瑞查森,費迪南多",,音樂,,2020-03-16
6963873,"Richardson, Foster","瑞查森,佛斯特",,音樂,,2020-03-16
6963874,"Richardson, Lewis Fry","瑞查森,路伊斯",,物理,,2020-03-16
6963875,"Richter, Charles Francis",芮克特,,物理,,2020-03-16
6963876,"Riddick, Kathleen",李迪克,,音樂,,2020-03-16
6963877,"Riddle, Frederick",李德爾,,音樂,,2020-03-16
6963878,"Ridout, Alan","李道特,阿倫",,音樂,,2020-03-16
6963879,"Ridout, Godfrey","李道特,高德福瑞",,音樂,,2020-03-16
6963880,"Riegger, Wallingford",李格,,音樂,,2020-03-16
6963881,"Riemann, Georg Friedrich Bernhard",黎曼,,物理,,2020-03-16
6963882,"Riesz, Marcel",芮茨,,物理,,2020-03-16
6963883,"Rieti, Vittorio",李耶悌,,音樂,,2020-03-16
6963884,"Righi, Augusto",瑞紀,,物理,,2020-03-16
6963885,"Rignold, Hugo",瑞格諾德,,音樂,,2020-03-16
6963886,"Riley, Howard","萊里,浩爾德",,音樂,,2020-03-16
6963887,"Riley, Terry","萊里,泰瑞",,音樂,,2020-03-16
6963888,"Rimbault, Edward",林波特,,音樂,,2020-03-16
6963889,"Rimmer, Frederick","芮摩,福瑞德里克",,音樂,,2020-03-16
6963890,"Rimmer, John","芮摩,約翰",,音樂,,2020-03-16
6963891,"Rippon, Michael",芮朋,,音樂,,2020-03-16
6963892,"Ritchey, George Willis",芮奇,,物理,,2020-03-16
6963893,"Ritchie, Margaret","李奇,瑪格麗特",,音樂,,2020-03-16
6963894,"Ritchie, William","李奇,威廉",,物理,,2020-03-16
6963895,"Ritz, Walther",瑞茲,,物理,,2020-03-16
6963896,"Rivarde, Serge Achille",李瓦德,,音樂,,2020-03-16
6963897,"Roads, Curtis",羅茲,,音樂,,2020-03-16
6963898,"Robertson, Howard Percy","羅伯森,浩爾德",,物理,,2020-03-16
6963899,"Robertson, James","羅伯森,詹姆斯",,音樂,,2020-03-16
6963900,"Robertson, Leroy","羅伯森,勒若伊",,音樂,,2020-03-16
6963901,"Robertson, Paul","羅伯森,保羅",,音樂,,2020-03-16
6963902,"Robertson, Rae","羅伯森,雷",,音樂,,2020-03-16
6963903,"Robinson, Douglas","羅賓森,達格勒斯",,音樂,,2020-03-16
6963904,"Robinson, Forbes","羅賓森,佛卜斯",,音樂,,2020-03-16
6963905,"Robinson, Stanford","羅賓森,斯丹福德",,音樂,,2020-03-16
6963906,"Robjohns, Sydney",羅布鍾斯,,音樂,,2020-03-16
6963907,"Robotham, Barbara",羅博森,,音樂,,2020-03-16
6963908,"Robson, Elizabeth",羅卜森,,音樂,,2020-03-16
6963909,"Rochberg, George",洛可伯格,,音樂,,2020-03-16
6963910,"Roche, Édouard Albert",勞希,,物理,,2020-03-16
6963911,Rochelle,若歇爾,,物理,,2020-03-16
6963912,Rochon (Alexis-Marie de RochonAbbé Rochon),若雄,,物理,,2020-03-16
6963913,"Rockstro, William",洛克斯綽,,音樂,,2020-03-16
6963914,"Rodgers, Richard","羅傑斯,理查",,音樂,,2020-03-16
6963915,"Rodrigues, Waldyr Alves Rodrigues, Jr.",若立格,,物理,,2020-03-16
6963916,"Rodzinski, Artur",羅金斯基,,音樂,,2020-03-16
6963917,"Rogers, Bernard","羅傑斯,柏納德",,音樂,,2020-03-16
6963918,"Rogers, James Hotchkiss","羅傑斯,詹姆斯",,音樂,,2020-03-16
6963919,"Rogers, Wayland","羅傑斯,魏蘭德",,音樂,,2020-03-16
6963920,"Roget,  Peter Mark",羅歇,,物理,,2020-03-16
6963921,"Rogowski, Walter",羅戈夫斯基,,物理,,2020-03-16
6963922,"Rolfe, Johnson Anthony",羅夫,,音樂,,2020-03-16
6963923,"Romberg, Sigmund",拉姆伯格,,音樂,,2020-03-16
6963924,Römer,羅默,,物理,,2020-03-16
6963925,"Ronald, Landon",拉諾德,,音樂,,2020-03-16
6963926,"Ronchi, Vasco",隆奇,,物理,,2020-03-16
6963927,"Röntgen, Wilhelm Conrad",侖琴,,物理,,2020-03-16
6963928,"Rootham, Cyril",羅瑟姆,,音樂,,2020-03-16
6963929,"Roper, Stanley",羅普,,音樂,,2020-03-16
6963930,"Rorem, Ned",羅勒姆,,音樂,,2020-03-16
6963931,"Roscigno, John",羅希紐,,音樂,,2020-03-16
6963932,"Rose, Bernard","羅斯,柏納德",,音樂,,2020-03-16
6963933,"Rose, Leonard","羅斯,雷納德",,音樂,,2020-03-16
6963934,"Roseingrave, Thomas",羅津葛瑞夫,,音樂,,2020-03-16
6963935,"Rosen, Nathan","羅忍,內森",,物理,,2020-03-16
6963936,"Rosen, Charles","羅忍,查爾斯",,音樂,,2020-03-16
6963937,"Rosen, Max","羅忍,馬克斯",,音樂,,2020-03-16
6963938,"Rosenstock, Joseph",羅忍斯達克,,音樂,,2020-03-16
6963939,"Rosing, Vladimir",羅京,,音樂,,2020-03-16
6963940,"Rosner, Arnold",拉斯拿,,音樂,,2020-03-16
6963941,"Ross, Douglas Alan","若斯,達格勒斯",,物理,,2020-03-16
6963942,"Ross, Susanna","若斯,蘇珊娜",,音樂,,2020-03-16
6963943,"Ross, Walter","若斯,沃特",,音樂,,2020-03-16
