ID,英文名稱,中文名稱,圖片,化學式,更新日期
789967,anthracenediamine; diaminoanthracene,蒽二胺；二胺蒽,,C<Sub>14</Sub><Font>H</Font><Sub>8</Sub><Font>(NH</Font><Sub>2</Sub><Font>)</Font><Sub>2</Sub>,2012-11-26
789968,anthracenecarboxylic acid,蒽甲酸,,C<Sub>14</Sub><Font>H</Font><Sub>9</Sub><Font>COOH</Font>,2012-11-26
789969,anthracene perhydride,全氫蒽,,C<Sub>14</Sub><Font>H</Font><Sub>24</Sub>,2012-11-26
789970,anthracene dihydride,二氫化蒽,,C<Sub>14</Sub><Font>H</Font><Sub>12</Sub>,2012-11-26
789971,anthracene,蒽,,C<Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>(CH)</Font><Sub>2</Sub><Font>C</Font><Sub>6</Sub><Font>H</Font><Sub>4</Sub>,2012-11-26
789972,Anone; cyclohexanone,環己酮,,CH<Sub>2</Sub><Font>(CH</Font><Sub>2</Sub><Font>)</Font><Sub>4</Sub><Font>CO</Font>,2012-11-26
789973,p-anol; p-propenylphenol,對-丙烯苯酚,,<p>CH<sub>3</sub>CH=CHC<sub>6</sub>H<sub>4</sub>OH</p>,2012-11-26
789974,o-anisylboric acid,鄰-大茴香硼酸；鄰-甲氧苯硼酸,,<p>CH<sub>3</sub>OC<sub>6</sub>H<sub>4</sub>B(OH)<sub>2</sub></p>,2012-11-26
789975,anisylamine; p-methoxybenzylamine,大茴香胺；對-甲氧苄胺,,<p>CH<sub>3</sub>OC<sub>6</sub>H<sub>4</sub>CH<sub>2</sub>NH<sub>2</sub></p>,2012-11-26
789977,anisyl alcohol; methoxybenzyl alcohol,大茴香醇；甲氧基苄醇 {對-甲氧苯甲醇},,<p>CH<sub>3</sub>OC<sub>6</sub>H<sub>4</sub>CH<sub>2</sub>OH</p>,2012-11-26
789978,anisoyl chloride,大茴香醯氯；氯化大茴香醯基,,CH<Sub>3</Sub><Font>OC</Font><Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>COCl</Font>,2012-11-26
789979,anisonitrile,大茴香腈 {對-甲氧苯甲腈},,<p>CH<sub>3</sub>OC<sub>6</sub>H<sub>4</sub>CN</p>,2012-11-26
789980,anisole,甲氧苯；甲基苯基醚；大茴香醚,,CH<Sub>3</Sub><Font>OC</Font><Sub>6</Sub><Font>H</Font><Sub>5</Sub>,2020-09-09
789981,"anisoin; p,p'-dimethoxybenzoin","大茴香偶姻；p,p'-二甲氧安息香",,CH<Sub>3</Sub><Font>OC</Font><Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>COCHOHC</Font><Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>OCH</Font><Sub>3</Sub>,2012-11-26
789982,anisilic acid,大茴香醇酸,,(CH<Sub>3</Sub><Font>OC</Font><Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>)</Font><Sub>2</Sub><Font>C(OH)COOH</Font>,2012-11-26
789983,anisil,聯大茴香醯,,(CH<Sub>3</Sub><Font>OC</Font><Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>CO)</Font><Sub>2</Sub>,2012-11-26
789984,anisidine; aminoanisole,甲氧苯胺；胺苯基甲基醚,,CH<Sub>3</Sub><Font>OC</Font><Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>NH</Font><Sub>2</Sub>,2012-11-26
789985,anisic aldehyde; anisaldehyde,大茴香醛,,CH<Sub>3</Sub><Font>OC</Font><Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>CHO</Font>,2012-11-26
789986,anisic acid piperazinium salt,大茴香酸六氫吡【口+井】鹽,,C<Sub>4</Sub><Font>H</Font><Sub>10</Sub><Font>N</Font><Sub>2</Sub><Font>·2C</Font><Sub>8</Sub><Font>H</Font><Sub>8</Sub><Font>O</Font><Sub>3</Sub>,2012-11-26
789987,anisic acid methyl ester,大茴香酸甲酯,,CH<Sub>3</Sub><Font>OC</Font><Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>COOCH</Font><Sub>3</Sub>,2012-11-26
789988,anisic acid ethyl ester,大茴香酸乙酯,,CH<Sub>3</Sub><Font>OC</Font><Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>COOC</Font><Sub>2</Sub><Font>H</Font><Sub>5</Sub>,2012-11-26
789989,anisic acid,大茴香酸；對-甲氧苯甲酸,,<p>CH<sub>3</sub>OC<sub>6</sub>H<sub>4</sub>COOH</p>,2012-11-26
789990,anis camphor; anethole; 4-propenylanisole,大茴香腦；4-丙烯大茴香醚,,<p>CH<sub>3</sub>OC<sub>6</sub>H<sub>4</sub>CH=CHCH<sub>3</sub></p>,2012-11-26
789991,anisaldoxime,大茴香醛肟,,C<Sub>8</Sub><Font>H</Font><Sub>9</Sub><Font>NO</Font><Sub>2</Sub>,2012-11-26
789992,anisamide,大茴香醯胺 {對-甲氧苯甲醯胺},,<p>CH<sub>3</sub>OC<sub>6</sub>H<sub>4</sub>CONH<sub>2</sub></p>,2012-11-26
789993,o-anisaldehyde; o-methoxybenzaldehyde,鄰-大茴香醛；鄰-甲氧苯甲醛,,<p>CH<sub>3</sub>OC<sub>6</sub>H<sub>4</sub>CHO</p>,2012-11-26
789994,anisaldehyde,大茴香醛 {對-甲氧苯甲醛},,<p>CH<sub>3</sub>OC<sub>6</sub>H<sub>4</sub>CHO</p>,2012-11-26
789995,anisalcohol; anise alcohol; 4-methoxybenzyl alcohol,大茴香醇；4-甲氧苄醇,,<p>CH<sub>3</sub>OC<sub>6</sub>H<sub>4</sub>CH<sub>2</sub>OH</p>,2012-11-26
789996,2-anilinoethanol,2-苯胺乙醇,,C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>NHCH</Font><Sub>2</Sub><Font>CH</Font><Sub>2</Sub><Font>OH</Font>,2012-11-26
789997,anilinoethane; N-ethylaniline,苯胺乙烷；乙胺基苯,,C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>NHCH</Font><Sub>2</Sub><Font>CH</Font><Sub>3</Sub>,2012-11-26
789998,o-anilinobenzoic acid; N-phenylanthranilic acid,鄰-苯胺苯甲酸；N-苯基鄰胺苄酸,,<p>C<sub>6</sub>H<sub>5</sub>NHC<sub>6</sub>H<sub>4</sub>COOH</p>,2012-11-26
789999,anilinobenzene; diphenylamine,苯胺苯；二苯胺,,(C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>)</Font><Sub>2</Sub><Font>NH</Font>,2012-11-26
790000,anilinoacetic acid; N-phenylglycine,苯胺乙酸；N-苯甘胺酸,,C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>NHCH</Font><Sub>2</Sub><Font>COOH</Font>,2012-11-26
790001,anilinesulfonic acid,胺苯磺酸,,H<Sub>2</Sub><Font>NC</Font><Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>SO</Font><Sub>3</Sub><Font>H</Font>,2012-11-26
790002,p-anilinesulfonamide; sulfanilamide,對-胺苯磺醯胺；胺苯磺胺,,<p>H<sub>2</sub>NC<sub>6</sub>H<sub>4</sub>SO<sub>2</sub>NH<sub>2</sub></p>,2012-11-26
790003,anilinium picrate,苦味酸苯銨,,C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>NH</Font><Sub>3</Sub><Font>OC</Font><Sub>6</Sub><Font>H</Font><Sub>2</Sub><Font>(NO</Font><Sub>2</Sub><Font>)</Font><Sub>3</Sub>,2012-11-26
790004,anilinium oxalate,草酸苯胺；乙二酸苯胺,,(C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>NH</Font><Sub>3</Sub><Font>)</Font><Sub>2</Sub><Font>C</Font><Sub>2</Sub><Font>O</Font><Sub>4</Sub>,2012-11-26
790005,aniline sulfate,苯胺硫酸鹽,,<p>(C<sub>6</sub>H<sub>5</sub>NH<sub>2</sub>)<sub>2</sub>&middot;H<sub>2</sub>SO<sub>4</sub></p>,2012-11-26
790006,aniline nitrate,苯銨硝酸鹽,,C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>NH</Font><Sub>3</Sub><Font>NO</Font><Sub>3</Sub>,2012-11-26
790007,aniline hydrochloride,苯胺鹽酸鹽,,C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>NH</Font><Sub>2</Sub><Font>·HCl</Font>,2012-11-26
790008,aniline acetate,乙酸苯銨,,C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>NH</Font><Sub>2</Sub><Font>C</Font><Sub>2</Sub><Font>H</Font><Sub>4</Sub><Font>O</Font><Sub>2</Sub>,2012-11-26
790009,aniline,苯胺；胺苯,,C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>NH</Font><Sub>2</Sub>,2012-11-26
790010,anhydroecgonine,去水愛克哥寧；去水分解古柯鹼,,C<Sub>9</Sub><Font>H</Font><Sub>13</Sub><Font>NO</Font><Sub>2</Sub>,2012-11-26
790011,anhalonine,【口+咢】仙人掌鹼,,C<Sub>12</Sub><Font>H</Font><Sub>15</Sub><Font>NO</Font><Sub>3</Sub>,2012-11-26
790012,anhaline; hordenine {4-[2-(dimethylamino)ethyl]phenol},大麥芽鹼 {4-[2-(二甲胺)乙基]苯酚},,<p>C<sub>10</sub>H<sub>15</sub>NO</p>,2012-11-26
790013,anhalinine; O-methylanhalamine,O-甲[基]仙人掌鹼,,C<Sub>11</Sub><Font>H</Font><Sub>14</Sub><Font>NO</Font><Sub>2</Sub><Font>(OCH</Font><Sub>3</Sub><Font>)</Font>,2012-11-26
790014,anhalidine,N-甲[基]仙人掌鹼,,C<Sub>12</Sub><Font>H</Font><Sub>17</Sub><Font>NO</Font><Sub>3</Sub>,2012-11-26
790015,anhalamine,仙人掌鹼,,C<Sub>11</Sub><Font>H</Font><Sub>15</Sub><Font>NO</Font><Sub>3</Sub>,2012-11-26
790016,angustione,安鉤酮,,C<Sub>11</Sub><Font>H</Font><Sub>16</Sub><Font>O</Font><Sub>3</Sub>,2012-11-26
790017,angelic acid; cis-2-methylbutenoic acid,白芷酸；順-2-甲基丁烯酸,,<p>CH<sub>3</sub>CH=C(CH<sub>3</sub>)COOH</p>,2020-05-07
790018,aneurine; vitamin B1,抗神經炎素；維生素B1,,C<Sub>12</Sub><Font>H</Font><Sub>18</Sub><Font>Cl</Font><Sub>2</Sub><Font>N</Font><Sub>4</Sub><Font>OS</Font>,2012-11-26
790019,anhydrotrimellitic acid; trimellitic anhydride,苯偏三酸酐,,C<Sub>9</Sub><Font>H</Font><Sub>4</Sub><Font>O</Font><Sub>5</Sub>,2012-11-26
790020,androsterone,雄甾酮,,C<Sub>19</Sub><Font>H</Font><Sub>30</Sub><Font>O</Font><Sub>2</Sub>,2012-11-26
790021,anethole; p-propenylanisole,大茴香腦；對-丙烯大茴香醚,,<p>CH<sub>3</sub>CH=CHC<sub>6</sub>H<sub>4</sub>OCH<sub>3</sub></p>,2012-11-26
790022,"4-androstene-3,17-dione","4-雄甾烯-3,17-二酮",,C<Sub>19</Sub><Font>H</Font><Sub>26</Sub><Font>O</Font><Sub>2</Sub>,2012-11-26
790023,"Δ5-androstene-3,17-diol","Δ5-雄甾烯-3,17-二醇",,C<Sub>19</Sub><Font>H</Font><Sub>30</Sub><Font>O</Font><Sub>2</Sub>,2012-11-26
790024,"androstane-3,17-dione","雄甾烷-3,17-二酮",,C<Sub>19</Sub><Font>H</Font><Sub>28</Sub><Font>O</Font><Sub>2</Sub>,2012-11-26
790025,"androstane-3,16-diol; dihydroxyandrosterone","雄甾烷-3,16-二醇；二羥雄甾酮",,C19H32O2,2012-11-26
790026,andrographolide,雄茸交酯,,C<Sub>20</Sub><Font>H</Font><Sub>30</Sub><Font>O</Font><Sub>5</Sub>,2012-11-26
790027,androstane,雄甾烷,,C<Sub>19</Sub><Font>H</Font><Sub>32</Sub>,2012-11-26
790028,analgen; 5-benzamino-8-ethoxy-quinoline; labordin,安那今；5-苯亞甲胺-8-乙氧喹啉；拉波定,,C<Sub>9</Sub><Font>H</Font><Sub>5</Sub><Font>N(N)HC(C</Font><Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>)OC</Font><Sub>2</Sub><Font>H</Font><Sub>5</Sub>,2012-11-26
790029,anagyrine,臭豆鹼,,C<Sub>15</Sub><Font>H</Font><Sub>20</Sub><Font>N</Font><Sub>2</Sub><Font>O</Font>,2012-11-26
790030,anaesthesin; benzocaine; ethyl p-aminobenzoate {benzocaine},對-胺苯甲酸乙酯 {苯卡因},,<p>H<sub>2</sub>NC<sub>6</sub>H<sub>4</sub>COOC<sub>2</sub>H<sub>5</sub></p>,2012-11-26
790031,anacardic acid; o-pentadecodienylsalicylic acid,檟如子酸；鄰-十五碳二烯柳酸,,<p>C<sub>6</sub>H<sub>3</sub>(C<sub>15</sub>H<sub>27</sub>)(COOH)(OH)</p>,2012-11-26
790032,anabasine; neonicotine,毒藜鹼；新菸鹼,,C<Sub>10</Sub><Font>H</Font><Sub>14</Sub><Font>N</Font><Sub>2</Sub>,2012-11-26
790033,amytal; 5-ethyl-5-isoamylbarbituric acid,安密妥；5-乙-5-異戊巴比妥酸,,C<Sub>11</Sub><Font>H</Font><Sub>18</Sub><Font>N</Font><Sub>2</Sub><Font>O</Font><Sub>3</Sub>,2012-11-26
790034,tert-amylurea,三級-戊基脲,,<p>C<sub>5</sub>H<sub>11</sub>NHCONH<sub>2</sub></p>,2021-09-28
790035,amyl vinyl ether,戊基乙烯基醚,,C<Sub>5</Sub><Font>H</Font><Sub>11</Sub><Font>OCH=CH</Font><Sub>2</Sub>,2012-11-26
790036,"4-amylresorcinol; 1-amyl-2,4-dihydroxy-benzene","4-戊間苯二酚；1-戊-2,4-二羥苯",,C<Sub>5</Sub><Font>H</Font><Sub>11</Sub><Font>C</Font><Sub>6</Sub><Font>H</Font><Sub>3</Sub><Font>(OH)</Font><Sub>2</Sub>,2012-11-26
790037,4-amylresorcinol,"4-戊雷瑣辛；4-戊間苯二酚；1-戊-2,4-二羥苯",,CH<Sub>3</Sub><Font>(CH</Font><Sub>2</Sub><Font>)</Font><Sub>4</Sub><Font>C</Font><Sub>6</Sub><Font>H</Font><Sub>3</Sub><Font>(HO)</Font><Sub>2</Sub>,2012-11-26
790038,amylpropiolaldehyde; amylpropynol,戊基丙炔醛；2-辛炔醛,,"C<Sub>5</Sub><Font>H</Font><Sub>11</Sub><Font>C</Font><Fonthtml:Face=""細明體"" x:CharSet=""136"" x:Family=""Modern"">≡</Font><Font>CCHO</Font>",2012-11-26
790039,amylmercuric iodide,碘化戊汞,,CH<Sub>3</Sub><Font>(CH</Font><Sub>2</Sub><Font>)</Font><Sub>3</Sub><Font>CH</Font><Sub>2</Sub><Font>HgI</Font>,2012-11-26
790040,amylmercuric cyanide,氰化戊汞,,CH<Sub>3</Sub><Font>(CH</Font><Sub>2</Sub><Font>)</Font><Sub>3</Sub><Font>CH</Font><Sub>2</Sub><Font>HgCN</Font>,2012-11-26
790041,amylmercuric chloride,氯化戊汞,,C<Sub>5</Sub><Font>H</Font><Sub>11</Sub><Font>HgCl</Font>,2012-11-26
790042,amylhexylcarbinol; 6-dodecanol,戊基己基甲醇；6-十二醇,,C<Sub>5</Sub><Font>H</Font><Sub>11</Sub><Font>CH(C</Font><Sub>6</Sub><Font>H</Font><Sub>13</Sub><Font>)OH</Font>,2012-11-26
790043,α-n-amylene glycol,"α-正戊二醇；1,2-戊二醇",,CH<Sub>3</Sub><Font>(CH</Font><Sub>2</Sub><Font>)</Font><Sub>2</Sub><Font>CH(OH)CH</Font><Sub>2</Sub><Font>OH</Font>,2012-11-26
790044,β-n-amylene; 2-pentene,β-正戊烯；2-戊烯,,CH<Sub>3</Sub><Font>CH</Font><Sub>2</Sub><Font>CH=CHCH</Font><Sub>3</Sub>,2012-11-26
790045,α-n-amylene; 1-pentene,α-正戊烯；1-戊烯,,CH<Sub>3</Sub><Font>(CH</Font><Sub>2</Sub><Font>)</Font><Sub>2</Sub><Font>CH=CH</Font><Sub>2</Sub>,2012-11-26
790046,amylene; β-isoamylene; trimethylethylene,異戊烯；β-異戊烯；三甲基乙烯,,(CH<Sub>3</Sub><Font>)</Font><Sub>2</Sub><Font>C=CHCH</Font><Sub>3</Sub>,2012-11-26
790047,α-amylcinnamaldehyde,α-戊桂皮醛,,C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>CH=C(C</Font><Sub>5</Sub><Font>H</Font><Sub>11</Sub><Font>)CHO</Font>,2012-11-26
790048,amyldiethylcarbinol; 3-ethyloctan-3-ol,二乙基戊基甲醇；3-乙-3-辛醇,,(C<Sub>2</Sub><Font>H</Font><Sub>5</Sub><Font>)</Font><Sub>2</Sub><Font>C(C</Font><Sub>5</Sub><Font>H</Font><Sub>11</Sub><Font>)OH</Font>,2012-11-26
790049,amylbutyrolactone; nonalactone,戊基丁內酯；壬內酯,,C<Sub>9</Sub><Font>H</Font><Sub>16</Sub><Font>O</Font><Sub>2</Sub>,2012-11-26
790050,amylboric acid,戊硼酸,,(C<Sub>5</Sub><Font>H</Font><Sub>11</Sub><Font>)B(OH)</Font><Sub>2</Sub>,2012-11-26
790051,tert-amylbenzene,三級-戊基苯,,<p>C<sub>6</sub>H<sub>5</sub>C(CH<sub>3</sub>)<sub>2</sub>(C<sub>2</sub>H<sub>5</sub>)</p>,2021-09-28
790052,amylbenzene,戊苯,,C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>(CH</Font><Sub>2</Sub><Font>)</Font><Sub>4</Sub><Font>CH</Font><Sub>3</Sub>,2012-11-26
790053,tert-amylamine,三級-戊胺,,CH<Sub>3</Sub><Font>CH</Font><Sub>2</Sub><Font>C(CH</Font><Sub>3</Sub><Font>)</Font><Sub>2</Sub><Font>NH</Font><Sub>2</Sub>,2021-09-28
790054,amylamine,戊胺,,C<Sub>5</Sub><Font>H</Font><Sub>11</Sub><Font>NH</Font><Sub>2</Sub>,2012-11-26
790055,amylacetylene; 1-heptyne,戊基乙炔；1-庚炔,,"HC<Font html:Face=""細明體""x:CharSet=""136"" x:Family=""Modern"">≡</Font><Font>C(CH</Font><Sub>2</Sub><Font>)</Font><Sub>4</Sub><Font>CH</Font><Sub>3</Sub>",2012-11-26
790056,amyl valerate,戊酸戊酯；纈草酸戊酯,,C<Sub>4</Sub><Font>H</Font><Sub>9</Sub><Font>COOC</Font><Sub>5</Sub><Font>H</Font><Sub>11</Sub>,2012-11-26
790057,amyl trimethyl silicane; amyltrimethylsilane,戊基三甲基[單]矽烷；戊基三甲基矽,,C<Sub>5</Sub><Font>H</Font><Sub>11</Sub><Font>Si(CH</Font><Sub>3</Sub><Font>)</Font><Sub>3</Sub>,2012-11-26
790058,amyl triethyl silicane; amyltriethylsilane,戊基三乙基矽烷；戊基三乙基矽,,C<Sub>5</Sub><Font>H</Font><Sub>11</Sub><Font>Si(C</Font><Sub>2</Sub><Font>H</Font><Sub>5</Sub><Font>)</Font><Sub>3</Sub>,2012-11-26
790059,amyl stearate,硬脂酸戊酯,,C<Sub>17</Sub><Font>H</Font><Sub>35</Sub><Font>COO(CH</Font><Sub>2</Sub><Font>)</Font><Sub>4</Sub><Font>CH</Font><Sub>3</Sub>,2012-11-26
790060,amyl sulfate,硫酸戊酯,,[CH<Sub>3</Sub><Font>(CH</Font><Sub>2</Sub><Font>)</Font><Sub>4</Sub><Font>]</Font><Sub>2</Sub><Font>SO</Font><Sub>4</Sub>,2012-11-26
790061,amyl salicylate,柳酸戊酯,,HOC<Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>COOC</Font><Sub>5</Sub><Font>H</Font><Sub>11</Sub>,2012-11-26
790062,amyl rhodanate; amyl thiocyanate; amyl rhodanide,硫氰酸戊酯,,C<Sub>5</Sub><Font>H</Font><Sub>11</Sub><Font>CNS</Font>,2012-11-26
790063,amyl pyromucate; amyl 2-furoate,糠酸戊酯；2-呋喃甲酸戊酯,,C<Sub>4</Sub><Font>H</Font><Sub>3</Sub><Font>OCOOC</Font><Sub>5</Sub><Font>H</Font><Sub>11</Sub>,2012-11-26
790064,amyl propionate,丙酸戊酯,,C<Sub>2</Sub><Font>H</Font><Sub>5</Sub><Font>COOC</Font><Sub>5</Sub><Font>H</Font><Sub>11</Sub>,2012-11-26
790065,amyl phenyl ketone,戊基苯基酮,,C<Sub>5</Sub><Font>H</Font><Sub>11</Sub><Font>COC</Font><Sub>6</Sub><Font>H</Font><Sub>5</Sub>,2012-11-26
790066,amyl phenyl ether,苯基戊基醚,,C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>O(CH</Font><Sub>2</Sub><Font>)</Font><Sub>4</Sub><Font>CH</Font><Sub>3</Sub>,2012-11-26
790067,amyl phenyl ether,戊基苯基醚；戊氧苯,,CH<Sub>3</Sub><Font>(CH</Font><Sub>2</Sub><Font>)</Font><Sub>4</Sub><Font>OC</Font><Sub>6</Sub><Font>H</Font><Sub>5</Sub>,2012-11-26
790068,o-tert-amyl phenol,鄰-三級-戊基苯酚,,<p>C<sub>5</sub>H<sub>11</sub>C<sub>6</sub>H<sub>4</sub>OH</p>,2021-09-28
790069,amyl pelargonate,壬酸戊酯；風呂草酸戊酯,,C<Sub>8</Sub><Font>H</Font><Sub>17</Sub><Font>COOC</Font><Sub>5</Sub><Font>H</Font><Sub>11</Sub>,2012-11-26
790070,amyl nitrite,亞硝酸戊酯,,C<Sub>5</Sub><Font>H</Font><Sub>11</Sub><Font>ONO</Font>,2012-11-26
790071,amyl methyl ether; 1-methoxypentane,甲基戊基醚；1-甲氧戊烷,,CH<Sub>3</Sub><Font>O(CH</Font><Sub>2</Sub><Font>)</Font><Sub>4</Sub><Font>CH</Font><Sub>3</Sub>,2012-11-26
790072,amyl methylacetylene; 2-octyne,甲基戊基乙炔；2-辛炔,,"CH<Sub>3</Sub><Font>C</Font><Fonthtml:Face=""細明體"" x:CharSet=""136"" x:Family=""Modern"">≡</Font><Font>CC</Font><Sub>5</Sub><Font>H</Font><Sub>11</Sub>",2012-11-26
790073,amyl mercaptan,戊硫醇,,CH<Sub>3</Sub><Font>(CH</Font><Sub>2</Sub><Font>)</Font><Sub>3</Sub><Font>CH</Font><Sub>2</Sub><Font>SH</Font>,2012-11-26
790074,amyl malonic acid,戊基丙二酸,,C<Sub>5</Sub><Font>H</Font><Sub>11</Sub><Font>CH(COOH)</Font><Sub>2</Sub>,2012-11-26
790075,amyl ketone,二戊基酮,,(C<Sub>5</Sub><Font>H</Font><Sub>11</Sub><Font>)</Font><Sub>2</Sub><Font>CO</Font>,2012-11-26
790076,amyl isorhodanate; amyl isorhodanide; amyl isosulfocyanate; amyl isosulfocyanide; amyl isothiocyanate,異硫氰酸戊酯,,C<Sub>5</Sub><Font>H</Font><Sub>11</Sub><Font>NCS</Font>,2012-11-26
790077,tert-amyl isovalerate,異戊酸三級-戊酯,,C<Sub>4</Sub><Font>H</Font><Sub>9</Sub><Font>COOC</Font><Sub>5</Sub><Font>H</Font><Sub>11</Sub>,2021-09-28
790078,amyl isocyanide; amyl carbylamine,異氰戊烷；異氰化戊基,,CH<Sub>3</Sub><Font>(CH</Font><Sub>2</Sub><Font>)</Font><Sub>4</Sub><Font>NC</Font>,2012-11-26
790079,tert-amyl iodide,碘化三級-戊基；2-碘-2-甲基丁烷,,(CH<Sub>3</Sub><Font>)</Font><Sub>2</Sub><Font>CIC</Font><Sub>2</Sub><Font>H</Font><Sub>5</Sub>,2021-09-28
790080,sec-amyl iodide,碘化二級-戊基；2-碘戊烷,,C<Sub>3</Sub><Font>H</Font><Sub>7</Sub><Font>CHICH</Font><Sub>3</Sub>,2021-09-28
790081,pri-act-amyl iodide; 1-iodo-2-methylbutane,碘化一級旋性戊基；1-碘-2-甲基丁烷,,CH<Sub>3</Sub><Font>CH</Font><Sub>2</Sub><Font>CH(CH</Font><Sub>3</Sub><Font>)CH</Font><Sub>2</Sub><Font>I</Font>,2012-11-26
790082,amyl iodide,碘戊烷；碘化戊基,,CH<Sub>3</Sub><Font>(CH</Font><Sub>2</Sub><Font>)</Font><Sub>3</Sub><Font>CH</Font><Sub>2</Sub><Font>I</Font>,2012-11-26
790083,amyl hydrogen sulfate,硫酸氫戊酯,,C<Sub>5</Sub><Font>H</Font><Sub>11</Sub><Font>SO</Font><Sub>4</Sub><Font>H</Font>,2012-11-26
790084,amyl β-2-furylacrylate,β-2-呋喃丙烯酸戊酯,,C<Sub>4</Sub><Font>H</Font><Sub>3</Sub><Font>OCH=CHCOOC</Font><Sub>5</Sub><Font>H</Font><Sub>11</Sub>,2012-11-26
790085,amyl formate,甲酸戊酯,,HCOOC<Sub>5</Sub><Font>H</Font><Sub>11</Sub>,2012-11-26
790086,amyl fluoride,氟戊烷；氟化戊基,,CH<Sub>3</Sub><Font>(CH</Font><Sub>2</Sub><Font>)</Font><Sub>3</Sub><Font>CH</Font><Sub>2</Sub><Font>F</Font>,2012-11-26
790087,amyl ethyl ether,乙基戊基醚,,C<Sub>2</Sub><Font>H</Font><Sub>5</Sub><Font>O(CH</Font><Sub>2</Sub><Font>)</Font><Sub>4</Sub><Font>CH</Font><Sub>3</Sub>,2012-11-26
790088,amyl ether,二戊基醚,,[CH<Sub>3</Sub><Font>(CH</Font><Sub>2</Sub><Font>)</Font><Sub>3</Sub><Font>CH</Font><Sub>2</Sub><Font>]</Font><Sub>2</Sub><Font>O</Font>,2012-11-26
790089,amyl cyanate,氰酸戊酯,,C<Sub>5</Sub><Font>H</Font><Sub>11</Sub><Font>OCN</Font>,2012-11-26
790090,amyl cyanide,氰戊烷；己腈,,C<Sub>5</Sub><Font>H</Font><Sub>11</Sub><Font>CN</Font>,2012-11-26
790091,amyl cinnamate,桂皮酸戊酯；肉桂酸戊酯,,<p>C<sub>8</sub>H<sub>7</sub>COOC<sub>5</sub>H<sub>11</sub></p>,2012-11-26
790092,amyl chlorocarbonate; amyl chloroformate,氯甲酸戊酯,,C<Sub>5</Sub><Font>H</Font><Sub>11</Sub><Font>OCOCl</Font>,2012-11-26
790093,tert-amyl chloride,氯化三級-戊基,,(CH<Sub>3</Sub><Font>)</Font><Sub>2</Sub><Font>CClC</Font><Sub>2</Sub><Font>H</Font><Sub>5</Sub>,2021-09-28
790094,amyl chloride,氯戊烷；氯化戊基,,C<Sub>5</Sub><Font>H</Font><Sub>11</Sub><Font>Cl</Font>,2012-11-26
790095,amyl chloroacetate,氯乙酸戊酯,,ClCH<Sub>2</Sub><Font>COOC</Font><Sub>5</Sub><Font>H</Font><Sub>11</Sub>,2012-11-26
790096,tert-amyl carbamate,胺甲酸三級-戊酯,,H<Sub>2</Sub><Font>NCOOC(CH</Font><Sub>3</Sub><Font>)</Font><Sub>2</Sub><Font>C</Font><Sub>2</Sub><Font>H</Font><Sub>5</Sub>,2021-09-28
790097,amyl carbamate,胺甲酸戊酯,,H<Sub>2</Sub><Font>NCOOC</Font><Sub>5</Sub><Font>H</Font><Sub>11</Sub>,2012-11-26
790098,amyl caprylate,辛酸戊酯,,CH<Sub>3</Sub><Font>(CH</Font><Sub>2</Sub><Font>)</Font><Sub>6</Sub><Font>COOC</Font><Sub>5</Sub><Font>H</Font><Sub>11</Sub>,2012-11-26
790099,amyl caproate,己酸戊酯,,C<Sub>5</Sub><Font>H</Font><Sub>11</Sub><Font>COOC</Font><Sub>5</Sub><Font>H</Font><Sub>11</Sub>,2012-11-26
790100,tert-amyl butyrate,丁酸三級-戊酯,,C<Sub>3</Sub><Font>H</Font><Sub>7</Sub><Font>COOC(CH</Font><Sub>3</Sub><Font>)</Font><Sub>2</Sub><Font>C</Font><Sub>2</Sub><Font>H</Font><Sub>5</Sub>,2021-09-28
