ID,英文名稱,中文名稱,圖片,中國大陸譯名,更新日期
3281688,agentic state,代理人心態,,代理人状态,2017-08-18
3281689,aggression ； attack,攻擊,,"攻击,侵犯",2017-08-18
3281690,aggressive behavior,攻擊行為,,攻击行为,2017-08-18
3281691,aggressive drive,攻擊驅力,,攻击驱力,2017-08-18
3281692,aggressive personality,攻擊性人格；攻擊性性格,,攻击性人格,2017-08-18
3281693,aging,老化,,老化,2017-08-18
3281694,agnosia,失認症,,失认症,2017-08-18
3281695,agonist,致效劑；促進劑,,激动剂,2017-08-18
3281696,agonistic behavior,敵對行為,,争胜行为,2017-08-18
3281697,agoraphobia,市集畏懼症；懼曠症,,广场恐怖症,2017-08-18
3281698,agrammatism,語法不能症,,语法缺失,2017-08-18
3281699,agraphia,失寫症,,失写症,2017-08-18
3281700,agreeableness,友善性；同意性,,亲和性,2017-08-18
3281701,aha experience,[啊哈]頓悟經驗,,顿悟经验,2017-08-18
3281702,akinesia,運動不能；運動失能症,,运动不能,2017-08-18
3281703,alanine    (Ala),丙胺酸；丙氨酸,,丙氨酸,2017-08-18
3281704,alarm reaction,警覺反應,,警觉反应,2017-08-18
3281705,alarm reaction stage,警覺反應階段,,警觉反应阶段,2017-08-18
3281706,alcohol abuse,酒精濫用,,酒精滥用,2017-08-18
3281707,alcohol addiction,酒精成癮,,酒精成瘾,2017-08-18
3281708,alcohol dehydrogenase  (ADH),酒精脫氫酵素；酒精去氫酶,,醇脱氢酶,2017-08-18
3281709,alcohol dependence,酒精依賴,,酒精依赖,2017-08-18
3281710,aldosterone,醛固酮,,醛固酮,2017-08-18
3281711,alexia,失讀症,,失读症,2017-08-18
3281712,algesia,痛覺,,痛觉,2017-08-18
3281713,algesimeter,痛覺計,,"痛觉计,痛觉仪",2017-08-18
3281714,algorithm,演算法；算則,,算法,2017-08-18
3281715,algorithmic thinking,定程式思考,,"算法性思维,定程序思维",2017-08-18
3281716,alienation test,疏離感測驗,,疏离感测验,2017-08-18
3281717,allele,對偶基因,,等位基因,2017-08-18
3281718,alliesthesia,饑餓效應,,饥饿效应,2017-08-18
3281719,allocentrism,群體取向,,群体取向,2017-08-18
3281720,all-or-none law ； all-or-none principle,全有或全無律；全有或全無原則,,全或无定律,2017-08-18
3281721,all-or-none learning,全有或全無學習,,全或无学习,2017-08-18
3281722,alpha activity,α波活動,,α波活动,2017-08-18
3281723,alpha coefficient(α coefficient),α係數,,α系数,2017-08-18
3281724,alpha level,α水準,,α水平,2017-08-18
3281725,alpha motor neuron,α運動神經元,,α运动神经元,2017-08-18
3281726,alpha wave ； α wave,α波；阿法波,,α波,2017-08-18
3281727,altered state of consciousness  (ASC),意識的變化狀態,,意识变异状态,2017-08-18
3281728,alternate-forms reliability ； alternative-form reliability,複本信度,,复本信度,2017-08-18
3281729,alternation ranking method,交替排序法,,交替排序法,2017-08-18
3281730,alternative dispute resolution (ADR),替代型仲裁,,替代型仲裁,2017-08-18
3281731,alternative hypothesis,對立假設；備擇假設,,备择假设,2017-08-18
3281732,alternative hypothesis distribution,對立假設分配,,备择假说分布,2017-08-18
3281733,altruism,利他主義,,利他主义,2017-08-18
3281734,altruistic behavior,利他行為,,利他行为,2017-08-18
3281735,Alzheimer’s disease  ( AD),阿茲海默症,,阿尔茨海默病,2017-08-18
3281736,ambiguous stimulus,曖昧刺激；模糊刺激,,歧义刺激；模糊刺激,2017-08-18
3281737,ambivalence,矛盾[心態],,矛盾心态,2017-08-18
3281738,ambivalent attachment,矛盾型依戀；矛盾型依附,,矛盾型依恋,2017-08-18
3281739,ambivalent sexism,矛盾的性別主義；愛恨交加的性別主義,,矛盾型性决定论,2017-08-18
3281740,ambiversion,中間性格,,中间性格,2017-08-18
3281741,amenorrhea,停經；無經,,闭经,2017-08-18
3281742,Ames room,艾米斯室,,埃姆斯房间,2017-08-18
3281743,amino acid,胺基酸,,氨基酸,2017-08-18
3281744,amnesia,失憶症；健忘症,,遗忘症,2017-08-18
3281745,amniocentesis,羊膜穿刺[術],,羊膜[腔]穿刺术,2017-08-18
3281746,amnion,羊膜,,羊膜,2017-08-18
3281747,amotivational syndrome,無動機症候群；動機缺乏症候群,,无动机综合征；动机缺乏综合征,2017-08-18
3281748,amphetamine,安非他命,,苯丙胺,2017-08-18
3281749,amplitude of vibration,振幅,,振幅,2017-08-18
3281750,ampulla,壺腹,,壶腹,2017-08-18
3281751,amusia,旋律辨識障礙症；旋律辨識失能症,,"失乐感症,旋律辨识障碍症",2017-08-18
3281752,amygdala,杏仁核,,杏仁核[复合体],2017-08-18
3281753,amyloid protein,澱粉樣蛋白,,淀粉样蛋白,2017-08-18
3281754,anal character,肛門性格,,肛门性格,2017-08-18
3281755,anal personality,肛門[性]人格,,肛门性人格,2017-08-18
3281756,anal stage,肛門期,,肛门期,2017-08-18
3281757,analgesia,止痛作用,,痛觉缺失,2017-08-18
3281758,analogue experiment,類比實驗,,"模拟实验,模拟实验",2017-08-18
3281759,analogy,類比,,模拟,2017-08-18
3281760,analysis,分析,,分析,2017-08-18
