ID,英文名稱,中文名稱,圖片,中國大陸譯名,更新日期
3184870,asthma,氣喘,,哮喘,2017-07-24
3184871,astigmatism,散光；像散；像差；縱橫像差；失焦；像散性；散光現象；像散現象,,散光,2017-07-24
3184872,atavism,返祖[現象]；現象；間代遺傳；返祖遺傳；隔代遺傳；重演,,返祖,2017-07-24
3184873,atherosclerosis,動脈粥狀硬化症；動脈粥樣硬化；動脈硬化；動脈粥瘤硬化(症)；動脈硬化(症)；動脈粥狀硬化,,动脉粥样硬化,2017-07-24
3184874,atlantoaxial joint,寰樞關節 (atlanto-axial joint ),,寰枢关节,2017-07-24
3184875,atlantooccipital joint,寰枕關節 (atlanto-occipital joint ),,寰枕关节,2017-07-24
3184876,atmospheric pollution,空氣污染；大氣污染,,大气污染,2017-07-24
3184877,atrioventricular bundle,房室束,,房室束,2017-07-24
3184878,atrioventricular node,房室結,,房室结,2017-07-24
3184879,atrophy,萎縮,,萎缩,2017-07-24
3184880,audition,試聽；聽力；視聽；聽覺；聽音法；播音試驗；聽,,听觉,2017-07-24
3184881,auditory nerve,聽神經,,听神经,2017-07-24
3184882,auricle,耳廓,,耳郭,2017-07-24
3184883,auscultation,聽診,,听诊,2017-07-24
3184884,autonomic nervous system,自主神經系統；(自主)交感神經系統；自律神經系　,,自主神经系统,2017-07-24
3184885,axillary artery,腋動脈,,腋动脉,2017-07-24
3184886,axillary lymph nodes,腋淋巴結,,腋淋巴结,2017-07-24
3184887,bacteria-carrier,細菌載體；細菌帶菌者,,带菌者,2017-07-24
3184888,baked food,烘烤食品,,焙烤食品,2017-07-24
3184889,baking soda,小蘇打；焙鹼；焙用鹼；碳酸氫鈉,,小苏打,2017-07-24
3184890,balanced diet,均衡飲食,,平衡膳食,2017-07-24
3184891,basal metabolism,基礎代謝,,基础代谢,2017-07-24
3184892,basilic vein,肱內靜脈,,贵要静脉,2017-07-24
3184893,beer,啤酒；發酵醪；大麥酒,,啤酒,2017-07-24
3184894,benzene poisoning,苯中毒,,苯中毒,2017-07-24
3184895,beriberi,腳氣病,,脚气病,2017-07-24
3184896,biceps brachii,肱二頭肌,,肱二头肌,2017-07-24
3184897,bicuspid teeth,二峰齒,,双尖牙,2017-07-24
3184898,bile,膽汁,,胆汁,2017-07-24
3184899,bioelectricity,生物電[流]；生物電性；生物電學,,生物电,2017-07-24
3184900,biological pollution,生物污染,,生物性污染,2017-07-24
3184901,biotin,生物素,,生物素,2017-07-24
3184902,birth control,節育；生育控制；生物控制,,节育,2017-07-24
3184903,bladder cancer,膀胱癌,,膀胱癌,2017-07-24
3184904,blood,血液,,血液,2017-07-24
3184905,blood bank,血庫,,血库,2017-07-24
3184906,blood capillary,微血管,,毛细血管,2017-07-24
3184907,Blood coagulation,血[液]凝[結]；凝血作用；血凝固；血凝聚,,血液凝固,2017-07-24
3184908,blood plasma,血漿；電漿血液,,血浆,2017-07-24
3184909,blood pressure,血壓,,血压,2017-07-24
3184910,blood serum,血清,,血清,2017-07-24
3184911,blood stain,血斑,,血痕,2017-07-24
3184912,blood transfusion,輸血法,,输血,2017-07-24
3184913,blood type,血型,,血型,2017-07-24
3184914,blood-brain barrier,血腦障壁；血腦障,,血-脑屏障,2017-07-24
3184915,blow up,放大,,爆发,2017-07-24
3184916,body fluid,體液,,体液,2017-07-24
3184917,body temperature,體溫,,体温,2017-07-24
3184918,bone,骨,,骨,2017-07-24
3184919,bone age,骨齡,,骨龄,2017-07-24
3184920,bone marrow,骨髓,,骨髓,2017-07-24
3184921,bones of fingers,指[狀]骨(finger bone),,指骨,2017-07-24
3184922,bones of toes,趾骨,,趾骨,2017-07-24
3184923,bony labyrinth,骨質迷路；骨迷器,,骨迷路,2017-07-24
3184924,boric acid,硼酸,,硼酸,2017-07-24
3184925,brachial artery,肱動脈,,肱动脉,2017-07-24
3184926,brain,腦,,脑,2017-07-24
3184927,brain stem,腦幹,,脑干,2017-07-24
3184928,breast carcinoma,乳房癌,,乳腺癌,2017-07-24
3184929,breast milk,母乳,,母乳,2017-07-24
3184930,breathing mask,呼吸面具；口罩,,防毒面具,2017-07-24
3184931,bronchiectasis,支氣管擴張；支氣管擴張症,,支气管扩张,2017-07-24
3184932,bronchitis,支氣管炎；氣管炎；枝氣管炎,,支气管炎,2017-07-24
3184933,burn,燒傷,,烧伤,2017-07-24
3184934,calcification,鈣化,,钙化,2017-07-24
3184935,calorie,卡[路里]；熱量單位；熱卡；卡洛里；卡 {熱量單位},,卡,2019-08-27
3184936,camphor,樟腦,,樟脑,2017-07-24
3184937,cancer of colon,結腸癌,,结肠癌,2017-07-24
